wd_id,line_id,line_wd,textlineid,ref,dipl,word,wd_div,phon,phon_map,syllabified,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
491,82,1,82,"CantQuSol, l. 82",Ezelcias,ezelcias,|,EʣELÇiaS,e.z.e.l.c.i.a.s,/E\.ʣ/E\L.Ç/i\.'/a\S,fro,NOMpro,smr,Ézéchias,wikipedia.fr,---,,,"<lg n=&quot;28&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;82&quot;><q>"
492,82,2,82,"CantQuSol, l. 82",manases,manases,_,mAnAzɛS,m.a.n.a.s.e.s,m/A\.n/A\.'z/ɛ\S,fro,NOMpro,smr,Manassé,wikipedia.fr,---,,,<lb/>
493,82,3,82,"CantQuSol, l. 82",iosias,josias,_,ʤɔziaS,j.o.s.i.a.s,ʤ/ɔ\.z/i\.'/a\S,fro,NOMpro,smr,Josias,wikipedia.fr,---,,</q></l>,
494,83,1,83,"CantQuSol, l. 83",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;83&quot;><q>
495,83,2,83,"CantQuSol, l. 83",ioa_chim,joachim,_,ʤɔAkim,j.o.a.ch.i.m,ʤ/ɔ\./A\.'k/i\m,fro,NOMpro,smr,Joiaqim,wikipedia.fr,---,,,
496,83,3,83,"CantQuSol, l. 83",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,
497,83,4,83,"CantQuSol, l. 83",dam,dam,|,dAm,d.a.m,d/A\m,fro,NOMcom,smr,dan,DMF,dan,,,
498,83,5,83,"CantQuSol, l. 83",nazarias,nazarias,_,nAʣAriaS,n.a.z.a.r.i.a.s,n/A\.ʣ/A\.r/i\.'/a\S,fro,NOMpro,smr,Azarias,wikipedia.fr,---,,</q></l>,<lb/>
499,84,1,84,"CantQuSol, l. 84",de,de,+,dE,d.e,d/(E)\,fro,PRE,---,de,DMF,de,,,<l n=&quot;84&quot;><q>
500,84,2,84,"CantQuSol, l. 84",l,l,+,L,l,/\L,fro,DETdef,smr,le,DMF,le,,,
501,84,3,84,"CantQuSol, l. 84",quart,quart,_,karT,qu.a.r.t,k/a\rT,fro,ADJord,smr,quart,DMF,quart,,,
502,84,4,84,"CantQuSol, l. 84",ede,ede,;,Eðæ,e.d.e,/E\.'ð/æ\,fro,NOMcom,smr,aé,DMF,aé,,</q></l></lg>,
503,85,1,85,"CantQuSol, l. 85",De,de,+,dE,d.e,d/(E)\,fro,PRE,---,de,DMF,de,,,"<lg n=&quot;29&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;85&quot;><q>"
504,85,2,85,"CantQuSol, l. 85",l,l,+,L,l,/\L,fro,DETdef,smr,le,DMF,le,,,
505,85,3,85,"CantQuSol, l. 85",quint,quint,|,kiNT,qu.i.n.t,k/i\NT,fro,ADJord,smr,quint,DMF,quint,,,
506,85,4,85,"CantQuSol, l. 85",ede,ede,_,Eðæ,e.d.e,/E\.'ð/æ\,fro,NOMcom,smr,aé,DMF,aé,,,<lb/>
507,85,5,85,"CantQuSol, l. 85",i,i,_,i,i,/i\,fro,PRCadv,---,y2,DMF,y2,,,
508,85,6,85,"CantQuSol, l. 85",uint,vint,_,viNT,v.i.n.t,v/i\NT,fro,VERcjg,indpsp3,venir,DMF,venir,,,
509,85,7,85,"CantQuSol, l. 85",ananias,ananias,_,AnAniaS,a.n.a.n.i.a.s,/A\.n/A\.n/i\.'/a\S,fro,NOMpro,smn,Ananias,wikipedia.fr,---,,</q></l>,
510,86,1,86,"CantQuSol, l. 86",ę,e,+,e,e,/e\,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;86&quot;><q>
511,86,2,86,"CantQuSol, l. 86",misael,misael,|,mizaɛl,m.i.s.a.e.l,m/i\.z/a\.'/ɛ\l,fro,NOMpro,smn,Misaël,wikipedia.fr,---,,,
512,86,3,86,"CantQuSol, l. 86",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<lb/>
513,86,4,86,"CantQuSol, l. 86",dam,dam,_,dAm,d.a.m,d/A\m,fro,NOMcom,smr,dan,DMF,dan,,,
514,86,5,86,"CantQuSol, l. 86",zacharias,zacharias,_,ÇAkAriaS,z.a.ch.a.r.i.a.s,Ç/A\.k/A\.r/i\.'/a\S,fro,NOMpro,smr,Zacharie,wikipedia.fr,---,,</q></l>,
515,87,1,87,"CantQuSol, l. 87",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;87&quot;><q>
516,87,2,87,"CantQuSol, l. 87",pl[us]sors,plussors,_,pLysorS,p.l.u.ss.o.r.s,pL/y\.'s/o\rS,fro,DETind,pmr,plusieurs,DMF,plusieurs,,,
517,87,3,87,"CantQuSol, l. 87",altresz,altresz,;|,aLtrəS,a.l.t.r.e.sz,'/a\L.tr/ə\S,fro,PRNind,pmr,autre,DMF,autre,,</q></l></lg>,
518,88,1,88,"CantQuSol, l. 88",Enpres,enpres,_,ENprɛS,e.n.p.r.e.s,/E\N.'pr/ɛ\S,fro,PRE,---,emprès,DMF,emprès,,,"<lb/><lg n=&quot;30&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;88&quot;><q>"
519,88,2,88,"CantQuSol, l. 88",icelsz,icelsz,_,iʦeLS,i.c.e.l.sz,/i\.'ʦ/e\LS,fro,PRNdem,pmr,cil,DMF,cil,,,
520,88,3,88,"CantQuSol, l. 88",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,
521,88,4,88,"CantQuSol, l. 88",molt,molt,_,moLT,m.o.l.t,m/o\LT,fro,DETind,pmr,moult,DMF,moult,,,
522,88,5,88,"CantQuSol, l. 88",altres,altres,_,aLtrəS,a.l.t.r.e.s,'/a\L.tr/ə\S,fro,ADJind,pmr,autre,DMF,autre,,,
523,88,6,88,"CantQuSol, l. 88",barunsz,barunsz,|,bArONS,b.a.r.u.n.sz,b/A\.'r/O\NS,fro,NOMcom,pmr,baron,DMF,baron,,</q></l>,
524,89,1,89,"CantQuSol, l. 89",par,par,+,pAr,p.a.r,p/A\r,fro,PRE,---,par,DMF,par,,,<lb/><l n=&quot;89&quot;><q>
525,89,2,89,"CantQuSol, l. 89",cui,cui,_,kyi,c.u.i,k/y\i,fro,PRNrel,pmr,qui,DMF,qui,,,
526,89,3,89,"CantQuSol, l. 89",mi,mi,+,mi,m.i,m/i\,fro,DETpos,1smn,mon,DMF,mon,,,
527,89,4,89,"CantQuSol, l. 89",siret,siret,_,Sirə,s.i.r.et,'S/i\.r/(ə)\,fro,NOMcom,smn,sire,DMF,sire,,,
528,89,5,89,"CantQuSol, l. 89",mei,mei,+,mEi,m.e.i,m/E\i,fro,PRNper,1sfr,moi,DMF,moi,,,
529,89,6,89,"CantQuSol, l. 89",madatz,madatz,|,mAda,m.a.d.atz,m/A\.'d/a\,fro,VERcjg,indpsp3,mander,DMF,mander,,,
530,89,7,89,"CantQuSol, l. 89",sa,sa,+,SA,s.a,S/(A)\,fro,DETpos,3sfr,son4,DMF,son4,,,<lb/>
531,89,8,89,"CantQuSol, l. 89",raisum,raisum,_,rAizOm,r.a.i.s.u.m,r/A\i.'z/O\m,fro,NOMcom,sfr,raison,DMF,raison,,</q></l>,
532,90,1,90,"CantQuSol, l. 90",mei,mei,_,mEi,m.e.i,m/E\i,fro,PRNper,1sfr,moi,DMF,moi,,,<l n=&quot;90&quot;><q>
533,90,2,90,"CantQuSol, l. 90",uult,vult,_,voLT,v.u.l.t,v/o\LT,fro,VERcjg,indpsp3,vouloir,DMF,vouloir,,,
534,90,3,90,"CantQuSol, l. 90",aueir,aveir,;,AvEir,a.v.e.i.r,/A\.'v/E\ir,fro,VERinf,---,avoir,DMF,avoir,,</q></l></lg>,
535,91,1,91,"CantQuSol, l. 91",Il,il,|,il,i.l,/i\l,fro,PRNper,3smn,il,DMF,il,,,"<lg n=&quot;31&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;91&quot;><q>"
536,91,2,91,"CantQuSol, l. 91",enueiad,enveiad,_,ENvEia,e.n.v.e.i.ad,/E\N.v/E\i.'/a\,fro,VERcjg,indpsp3,envoyer,DMF,envoyer,,,<lb/>
537,91,3,91,"CantQuSol, l. 91",sun,sun,_,SOn,s.u.n,S/O\n,fro,DETpos,3smr,son4,DMF,son4,,,
538,91,4,91,"CantQuSol, l. 91",angret,angret,_,ANgrə,a.n.g.r.et,'/A\N.gr/(ə)\,fro,NOMcom,smr,ange,DMF,ange,,,
539,91,5,91,"CantQuSol, l. 91",a,a,+,A,a,/A\,fro,PRE,---,à,DMF,à,,,
540,91,6,91,"CantQuSol, l. 91",la,la,+,LA,l.a,L/(A)\,fro,DETdef,sfr,le,DMF,le,,,
541,91,7,91,"CantQuSol, l. 91",pucele,pucele,|,pyʦɛlə,p.u.c.e.l.e,p/y\.'ʦ/ɛ\.l/(ə)\,fro,NOMcom,sfr,pucelle,DMF,pucelle,,</q></l>,
542,92,1,92,"CantQuSol, l. 92",chi,chi,+,ki,ch.i,k/i\,fro,PRNrel,smn,qui,DMF,qui,,,<lb/><l n=&quot;92&quot;><q>
543,92,2,92,"CantQuSol, l. 92",l,l,+,L,l,L/\,fro,PRCper,3sfa,le,DMF,le,,,
544,92,3,92,"CantQuSol, l. 92",a,a,+,a,a,/a\,fro,VERcjg,indpst3,avoir,DMF,avoir,,,
545,92,4,92,"CantQuSol, l. 92",saluet,salvet,_,SALvæ,s.a.l.v.et,S/A\L.'v/æ\,fro,VERppe,snr,sauver,DMF,sauver,,,
546,92,5,92,"CantQuSol, l. 92",d,d,+,d,d,d/\,fro,PRE,---,de,DMF,de,,,
547,92,6,92,"CantQuSol, l. 92",une,une,_,ynə,u.n.e,'/y\.n/(ə)\,fro,DETndf,sfr,un,DMF,un,,,
548,92,7,92,"CantQuSol, l. 92",saludz,saludz,_,SAly,s.a.l.udz,S/A\.'l/y\,fro,NOMcom,sfr,salut,DMF,salut,,,
549,92,8,92,"CantQuSol, l. 92",nouelet,novelet,|,novɛlə,n.o.v.e.l.et,n/o\.'v/ɛ\.l/(ə)\,fro,ADJqua,sfr,nouveau,DMF,nouveau,,</q></l>,
550,93,1,93,"CantQuSol, l. 93",en,en,+,En,e.n,/E\n,fro,PRE,---,en,DMF,en,,,<lb/><l n=&quot;93&quot;><q>
551,93,2,93,"CantQuSol, l. 93",nazareh,nazareh,;|,nAʣArɛ,n.a.z.a.r.eh,n/A\.ʣ/A\.'r/ɛ\,fro,NOMpro,smr,Nazareth,wikipedia.fr,---,,</q></l></lg></body></text>,
