wd_id,line_id,linewd,dipl,word,phon,phon_map,syllabified,wd_div,textlineid,lang,syntag,syntag2,lemma,lemma_src,lemma_dmf,pos,pos_syn,morph,phil_note,ref,tei_right,tei_left
535,89,3,lethgiers,lethgiers,LETʤiErS,l.e.th.g.i.e.r.s,L/E\T.'ʤ/iE\rS,_,89,fro,N,N,Léger,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 89",,
536,89,4,ne,ne,nE,n.e,n/(E)\,+,89,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 89",,
537,89,5,s,s,S,s,/\S,_,89,fro,Prn,Prn$$,se,DMF,se,PRCper,PRCper,3smr,,"SLeger, l. 89",,
538,89,6,soth,soth,SɔT,s.o.th,S/ɔ\T,|,89,fro,Vfin,Vfin,savoir,DMF,savoir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 89",,
539,89,7,mesfait,mesfait,mESfAiT,m.e.s.f.a.i.t,m/E\S.'f/A\iT,_,89,fro,N,N,méfaire,DMF,méfaire,VERppe,VERppe,smr,,"SLeger, l. 89",</l>,<lb/>
540,90,1,cum,cum,kOm,c.u.m,k/O\m,+,90,fro,Sub,Sub,comme,DMF,comme,CONsub,CONsub,,,"SLeger, l. 90",,<l n=&quot;90&quot;>
541,90,2,uit,vit,viT,v.i.t,v/i\T,_,90,fro,Vfin,Vfin,voir,DMF,voir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 90",,
542,90,3,les,les,LES,l.e.s,L/E\S,_,90,fro,Det,Det,le,DMF,le,DETdef,DETdef,pmr,,"SLeger, l. 90",,
543,90,4,meis,meis,meS,m.ei.s,m/e\S,|,90,fro,N,N,mes,DMF,mes,NOMcom,NOMcom,pmr,,"SLeger, l. 90",,
544,90,5,a,a,A,a,/A\,+,90,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 90",,<lb/>
545,90,6,lui,lui,Lyi,l.u.i,L/y\i,_,90,fro,Prn,Prn,lui,DMF,lui,PRNper,PRNper,3smr,,"SLeger, l. 90",,
546,90,7,ralat,ralat,rAlað,r.a.l.a.t,r/A\.'l/a\ð,|,90,fro,Vfin,Vfin,raller,DMF,raller,VERcjg,VERcjg,indpsp3,,"SLeger, l. 90",</l></lg>,
547,91,1,Il,il,il,i.l,/i\l,_,91,fro,Prn,Prn,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 91",,<lb/><lg n=&quot;16&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;91&quot;>
548,91,2,cio,cio,Çɔ,ci.o,Ç/ɔ\,_,91,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snr,,"SLeger, l. 91",,
549,91,3,li,li,Li,l.i,L/i\,+,91,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 91",,
550,91,4,dist,dist,diST,d.i.s.t,d/i\ST,_,91,fro,Vfin,Vfin,dire,DMF,dire,VERcjg,VERcjg,indpsp3,,"SLeger, l. 91",,
551,91,5,et,et,eð,e.t,/e\ð,+,91,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 91",,
552,91,6,adunat,adunat,Aðynað,a.d.u.n.a.t,/A\.ð/y\.'n/a\ð,.,91,fro,Vfin,Vfin,aduner,DMF,aduner,VERcjg,VERcjg,indpsp3,,"SLeger, l. 91",</l>,
553,92,1,tos,tos,toS,t.o.s,t/o\S,|,92,fro,Det,Det,ton2,DMF,ton2,DETpos,DETpos,2smn,,"SLeger, l. 92",,<l n=&quot;92&quot;><q>
554,92,2,consiliers,consiliers,kONSiʎiErS,c.o.n.s.i.l.i.e.r.s,k/O\N.S/i\.'ʎ/iE\rS,_,92,fro,N,N,conseiller,DMF,conseiller,NOMcom,NOMcom,smn,,"SLeger, l. 92",,<lb/>
555,92,3,ia,ja,ʤa,j.a,ʤ/a\,+,92,fro,Adv,Adv,jà,DMF,jà,ADVgen,ADVgen,,,"SLeger, l. 92",,
556,92,4,non,non,nON,n.o.n,n/O\N,_,92,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 92",,
557,92,5,estrai,estrai,EStrAi,e.s.t.r.a.i,/E\S.'tr/A\i,_,92,fro,Vfin,Vfin,ester,DMF,ester,VERcjg,VERcjg,indfut1s,,"SLeger, l. 92",</q></l>,
558,93,1,meu,meu,mɛu,m.e.u,m/ɛ\u,|,93,fro,Det,Det,mon,DMF,mon,DETpos,DETpos,1smr,,"SLeger, l. 93",,<l n=&quot;93&quot;><q>
559,93,2,euesquet,evesquet,EvESkEð,e.v.e.s.qu.e.t,/E\.v/E\S.'k/E\ð,_,93,fro,N,N,évêché,DMF,évêché,NOMcom,NOMcom,smr,,"SLeger, l. 93",,<lb/>
560,93,3,ne,ne,nE,n.e,n/(E)\,+,93,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 93",,
561,93,4,m,m,m,m,/\m,_,93,fro,Prn,Prn$$,me,DMF,me,PRCper,PRCper,1smr,,"SLeger, l. 93",,
562,93,5,lez,lez,LeÇ,l.e.z,L/e\Ç,_,93,fro,Vfin,Vfin,loisir2,DMF,loisir2,VERcjg,VERcjg,indpst0,SLégerL:105,"SLeger, l. 93",,
563,93,6,tener,tener,tEner,t.e.n.e.r,t/E\.'n/e\r,.|,93,fro,Vinf,Vinf,tenir,DMF,tenir,VERinf,VERinf,,,"SLeger, l. 93",</q></l>,
564,94,1,por,por,por,p.o.r,p/o\r,+,94,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 94",,<lb/><l n=&quot;94&quot;><q>
565,94,2,te,te,te,t.e,t/e\,_,94,fro,Prn,Prn,toi,DMF,toi,PRNper,PRNper,2smr,,"SLeger, l. 94",,
566,94,3,qui,qui,ki,qu.i,k/i\,+,94,fro,Qux,Qux,qui,DMF,qui,PRNrel,PRNrel,smn,,"SLeger, l. 94",,
567,94,4,sempre,sempre,SENprə,s.e.m.p.r.e,'S/E\N.pr/(ə)\,_,94,fro,Adv,Adv,sempres,DMF,sempres,ADVgen,ADVgen,,,"SLeger, l. 94",,
568,94,5,uols,vols,vOLS,v.o.l.s,v/O\LS,_,94,fro,Vfin,Vfin,vouloir,DMF,vouloir,VERcjg,VERcjg,indpst2,,"SLeger, l. 94",,
569,94,6,auer,aver,Aver,a.v.e.r,/A\.'v/e\r,.|,94,fro,Vinf,Vinf,avoir,DMF,avoir,VERinf,VERinf,,,"SLeger, l. 94",</q></l>,
570,95,1,en,en,EN,e.n,/E\N,_,95,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 95",,<lb/><l n=&quot;95&quot;><q>
571,95,2,u,u,y,u,/y\,_,95,fro,QIs,QIs,un,DMF,un,DETndf,DETndf,smr,,"SLeger, l. 95",,
572,95,3,monstier,monstier,mONStiEr,m.o.n.s.t.i.e.r,m/O\NS.'t/iE\r,_,95,fro,N,N,moutier,DMF,moutier,NOMcom,NOMcom,smr,,"SLeger, l. 95",,
573,95,4,me,me,mE,m.e,m/(E)\,+,95,fro,Prn,Prn$$,me,DMF,me,PRCper,PRCper,1smr,,"SLeger, l. 95",,
574,95,5,laisse,laisse,LAisə,l.a.i.ss.e,'L/A\i.s/(ə)\,_,95,fro,Vfin,Vfin,laisser,DMF,laisser,VERcjg,VERcjg,imp---2,,"SLeger, l. 95",,
575,95,6,in|trer,intrer,iNtrær,i.n.t.r.e.r,/i\N.'tr/æ\r,.,95,fro,Vinf,Vinf,entrer,DMF,entrer,VERinf,VERinf,,,"SLeger, l. 95",</q></l>,
576,96,1,pos,pos,pOS,p.o.s,p/O\S,+,96,fro,Adv,Adv,puis,DMF,puis,ADVgen,ADVgen,,,"SLeger, l. 96",,<lb/><l n=&quot;96&quot;><q>
577,96,2,ci,ci,Çi,c.i,Ç/i\,_,96,fro,Adv,Adv,ci,DMF,ci,ADVgen,ADVgen,,,"SLeger, l. 96",,
578,96,3,non,non,nON,n.o.n,n/O\N,+,96,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 96",,
579,96,4,posc,posc,pOSK,p.o.s.c,p/O\SK,_,96,fro,Vfin,Vfin,pouvoir,DMF,pouvoir,VERcjg,VERcjg,indpst1s,,"SLeger, l. 96",,
580,96,5,lai,lai,LAi,l.a.i,L/A\i,_,96,fro,Adv,Adv,là,DMF,là,ADVgen,ADVgen,,,"SLeger, l. 96",,
581,96,6,uol,vol,vOl,v.o.l,v/O\l,|,96,fro,Vfin,Vfin,vouloir,DMF,vouloir,VERcjg,VERcjg,indpst1s,,"SLeger, l. 96",,
582,96,7,ester,ester,EStær,e.s.t.e.r,/E\S.'t/æ\r,|,96,fro,Vinf,Vinf,ester,DMF,ester,VERinf,VERinf,,,"SLeger, l. 96",</q></l></lg>,<lb/>
583,97,1,Enuiz,enviz,ENviTS,e.n.v.i.z.,/E\N.'v/i\TS,_,97,fro,Adv,Adv,envis,DMF,envis,ADVgen,ADVgen,,,"SLeger, l. 97",,<lb/><lg n=&quot;17&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;97&quot;>
584,97,2,lo,lo,Lu,l.o,L/(u)\,_,97,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sna,,"SLeger, l. 97",,
585,97,3,fist,fist,fiST,f.i.s.t,f/i\ST,_,97,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpsp3,,"SLeger, l. 97",,
586,97,4,non,non,nOn,n.o.n,n/O\n,+,97,fro,Neg,Neg,non,DMF,non,ADVneg,ADVneg,,,"SLeger, l. 97",,
587,97,5,uoluntiers,voluntiers,vOlONtiErS,v.o.l.u.n.t.i.e.r.s,v/O\.l/O\N.'t/iE\rS,.|,97,fro,Adv,Adv,volentiers,DMF,volentiers,ADVgen,ADVgen,,,"SLeger, l. 97",</l>,
588,98,1,laisse,laisse,LAisɛ,l.a.i.ss.e,L/A\i.'s/ɛ\,+,98,fro,Vfin,Vfin,laisser,DMF,laisser,VERcjg,VERcjg,indpsp3,SLégerL:103,"SLeger, l. 98",,<lb/><l n=&quot;98&quot;>
589,98,2,l,l,L,l,L/\,_,98,fro,Prn,Prn%$,le,DMF,le,PRCper,PRCper,3sma,,"SLeger, l. 98",,
590,98,3,intrar,intrar,iNtrær,i.n.t.r.a.r,/i\N.'tr/æ\r,_,98,fro,Vinf,Vinf,entrer,DMF,entrer,VERinf,VERinf,,,"SLeger, l. 98",,
591,98,4,in,in,iN,i.n,/i\N,+,98,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 98",,
592,98,5,u,u,y,u,/y\,+,98,fro,QIs,QIs,un,DMF,un,DETndf,DETndf,smr,,"SLeger, l. 98",,
593,98,6,monstier,monstier,mONStiEr,m.o.n.s.t.i.e.r,m/O\NS.'t/iE\r,|,98,fro,N,N,moutier,DMF,moutier,NOMcom,NOMcom,smr,,"SLeger, l. 98",</l>,
594,99,1,cio,cio,Çɔ,ci.o,Ç/ɔ\,+,99,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snn,,"SLeger, l. 99",,<lb/><l n=&quot;99&quot;>
595,99,2,fud,fud,fyð,f.u.d,f/y\ð,_,99,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 99",,
596,99,3,lisos,lisos,LizOS,l.i.s.o.s,L/i\.'z/O\S,_,99,fro,N,N,Luxeuil,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 99",,
597,99,4,ut,ut,oð,u.t,/o\ð,_,99,fro,Qux,Qux,où,DMF,où,PRNrel,PRNrel,,,"SLeger, l. 99",,
598,99,5,il,il,il,i.l,/i\l,_,99,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 99",,
599,99,6,intrat,intrat,iNtrað,i.n.t.r.a.t,/i\N.'tr/a\ð,.,99,fro,Vfin,Vfin,entrer,DMF,entrer,VERcjg,VERcjg,indpsp3,,"SLeger, l. 99",</l>,
600,100,1,cleri,clerj,kLerʤ0,c.l.e.r.j.,'kL/e\r.ʤ/(0)\,|,100,fro,N,N,clerc,DMF,clerc,NOMcom,NOMcom,smr,,"SLeger, l. 100",,<l n=&quot;100&quot;>
601,100,2,ewrui,ewrui,Euryi,e.w.r.u.i,/E\u.r/y\.'/i\,_,100,fro,N,N,Ébroïn,wikipedia.fr,,NOMpro,NOMpro,smr,,"SLeger, l. 100",,<lb/>
602,100,3,ille,ille,ilɔ,i.ll.e,/i\.'l/ɔ\,_,100,fro,Adv,Adv,illuec,DMF,illuec,ADVgen,ADVgen,,,"SLeger, l. 100",,
603,100,4,trouat,trovat,trOvað,t.r.o.v.a.t,tr/O\.'v/a\ð,.,100,fro,Vfin,Vfin,trouver,DMF,trouver,VERcjg,VERcjg,indpsp3,,"SLeger, l. 100",</l>,
604,101,1,cil,cil,Çil,c.i.l,Ç/i\l,+,101,fro,Dem,Dem,cil,DMF,cil,PRNdem,PRNdem,smn,,"SLeger, l. 101",,<l n=&quot;101&quot;>
605,101,2,ewruins,ewruins,EuryinS,e.w.r.u.i.n.s,/E\u.r/y\.'/i\nS,|,101,fro,N,N,Ébroïn,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 101",,
606,101,3,molt,molt,moLT,m.o.l.t,m/o\LT,_,101,fro,QIs,QIs,moult,DMF,moult,ADVgen,ADVgen,,,"SLeger, l. 101",,<lb/>
607,101,4,li,li,Li,l.i,L/i\,+,101,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 101",,
608,101,5,uol,vol,vɔl,v.o.l,v/ɔ\l,_,101,fro,Vfin,Vfin,vouloir,DMF,vouloir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 101",,
609,101,6,miel,miel,mæl,m.ie.l,m/æ\l,_,101,fro,Adv,Adv,mal2,DMF,mal2,ADVgen,ADVgen,,,"SLeger, l. 101",</l>,
610,102,1,toth,toth,toT,t.o.th,t/o\T,_,102,fro,QIs,QIs,tout,DMF,tout,ADVgen,ADVgen,,,"SLeger, l. 102",,<l n=&quot;102&quot;>
611,102,2,p[er],per,pEr,p.e.r,p/E\r,_,102,fro,Pre,Pre,par,DMF,par,PRE,PRE,,,"SLeger, l. 102",,
612,102,3,enueia,enveia,ENviə,e.n.v.ei.a,/E\N.'v/i\./(ə)\,|,102,fro,N,N,envie,DMF,envie,NOMcom,NOMcom,sfr,,"SLeger, l. 102",,
613,102,4,non,non,nOn,n.o.n,n/O\n,_,102,fro,Neg,Neg,non,DMF,non,ADVneg,ADVneg,,,"SLeger, l. 102",,<lb/>
614,102,5,per,per,pEr,p.e.r,p/E\r,_,102,fro,Pre,Pre,par,DMF,par,PRE,PRE,,,"SLeger, l. 102",,
615,102,6,el,el,æl,e.l,/æ\l,|,102,fro,Prn,Prn,el,DMF,el,PRNind,PRNind,snr,,"SLeger, l. 102",</l></lg>,
616,103,1,Et,et,eð,e.t,/e\ð,_,103,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 103",,<lb/><lg n=&quot;18&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;103&quot;>
617,103,2,s[an]c[z],sancz,SANTS,s.a.n.c.z,S/A\NTS,_,103,fro,Adj,Adj,saint,DMF,saint,ADJqua,ADJqua,smn,,"SLeger, l. 103",,
618,103,3,l[ethgiers],lethgiers,LETʤiErS,l.e.th.g.i.e.r.s,L/E\T.'ʤ/iE\rS,_,103,fro,N,N,Léger,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 103",,
619,103,4,fist,fist,fiST,f.i.s.t,f/i\ST,_,103,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpsp3,,"SLeger, l. 103",,
620,103,5,so,so,So,s.o,S/o\,_,103,fro,Det,Det,son4,DMF,son4,DETpos,DETpos,3smr,,"SLeger, l. 103",,
621,103,6,mistier,mistier,miStiEr,m.i.s.t.i.e.r,m/i\S.'t/iE\r,_,103,fro,N,N,métier,DMF,métier,NOMcom,NOMcom,smr,,"SLeger, l. 103",</l>,
622,104,1,ewrui,ewrui,Euryi,e.w.r.u.i,/E\u.r/y\.'/i\,|,104,fro,N,N,Ébroïn,wikipedia.fr,,NOMpro,NOMpro,smr,,"SLeger, l. 104",,<l n=&quot;104&quot;>
623,104,2,prist,prist,priST,p.r.i.s.t,pr/i\ST,_,104,fro,Vfin,Vfin,prendre,DMF,prendre,VERcjg,VERcjg,indpsp3,,"SLeger, l. 104",,<lb/>
624,104,3,a,a,A,a,/A\,+,104,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 104",,
625,104,4,castier,castier,ċAStiEr,c.a.s.t.i.e.r,ċ/A\S.t/i\.'/E\r,.,104,fro,Vinf,Vinf,châtier,DMF,châtier,VERinf,VERinf,,,"SLeger, l. 104",</l>,
626,105,1,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,105,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,sfr,,"SLeger, l. 105",,<l n=&quot;105&quot;>
627,105,2,ira,ira,irə,i.r.a,'/i\.r/(ə)\,+,105,fro,N,N,ire,DMF,ire,NOMcom,NOMcom,sfr,,"SLeger, l. 105",,
628,105,3,grand,grand,grANT,g.r.a.n.d,gr/A\NT,|,105,fro,Adj,Adj,grand,DMF,grand,ADJqua,ADJqua,sfr,,"SLeger, l. 105",,
629,105,4,et,et,eð,e.t,/e\ð,+,105,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 105",,<lb/>
630,105,5,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,105,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,smr,,"SLeger, l. 105",,
631,105,6,corropt,corropt,kOrroPT,c.o.r.r.o.p.t,k/O\r.'r/o\PT,_,105,fro,N,N,courroux,DMF,courroux,NOMcom,NOMcom,smr,,"SLeger, l. 105",</l>,
632,106,1,cio,cio,Çɔ,ci.o,Ç/ɔ\,_,106,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snr,,"SLeger, l. 106",,<l n=&quot;106&quot;>
633,106,2,li,li,Li,l.i,L/i\,_,106,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 106",,
634,106,3,preia,preia,prEia,p.r.e.i.a,pr/E\i.'/a\,|,106,fro,Vfin,Vfin,prier,DMF,prier,VERcjg,VERcjg,indpsp3,,"SLeger, l. 106",,
635,106,4,laissas,laissas,LAisaS,l.a.i.ss.a.s,L/A\i.'s/a\S,_,106,fro,Vfin,Vfin,laisser,DMF,laisser,VERcjg,VERcjg,subipf3,,"SLeger, l. 106",,<cb n=&quot;c&quot;/><lb/>
636,106,5,lo,lo,Lu,l.o,L/(u)\,+,106,fro,Prn,Prn%%,le,DMF,le,PRCper,PRCper,3sna,,"SLeger, l. 106",,
637,106,6,toth,toth,toT,t.o.th,t/o\T,_,106,fro,QIs,QIs,tout,DMF,tout,PRNind,PRNind,snr,,"SLeger, l. 106",</l>,
638,107,1,fus,fus,fyS,f.u.s,f/y\S,_,107,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,subipf0,,"SLeger, l. 107",,<l n=&quot;107&quot;>
639,107,2,li,li,Li,l.i,L/i\,_,107,fro,Prn,Prn%%,li,DMF,li,PRCper,PRCper,3sna,,"SLeger, l. 107",,
640,107,3,por,por,por,p.o.r,p/o\r,+,107,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 107",,
641,107,4,deu,deu,dæu,d.e.u,d/æ\u,_,107,fro,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smr,,"SLeger, l. 107",,
642,107,5,ne,ne,nE,n.e,n/(E)\,+,107,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 107",,
643,107,6,l,l,L,l,/\L,+,107,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sna,,"SLeger, l. 107",,
644,107,7,fus,fus,fyS,f.u.s,f/y\S,|,107,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,subipf0,,"SLeger, l. 107",,
645,107,8,por,por,por,p.o.r,p/o\r,_,107,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 107",,<lb/>
646,107,9,lui,lui,Lyi,l.u.i,L/y\i,_,107,fro,Prn,Prn,lui,DMF,lui,PRNper,PRNper,3smr,,"SLeger, l. 107",</l>,
647,108,1,cio,cio,Çɔ,ci.o,Ç/ɔ\,_,108,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snr,,"SLeger, l. 108",,<l n=&quot;108&quot;>
648,108,2,li,li,Li,l.i,L/i\,_,108,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 108",,
649,108,3,preia,preia,prEia,p.r.e.i.a,pr/E\i.'/a\,_,108,fro,Vfin,Vfin,prier,DMF,prier,VERcjg,VERcjg,indpsp3,,"SLeger, l. 108",,
650,108,4,paias,paias,pAiaS,p.a.i.a.s,p/A\i.'/a\S,_,108,fro,Vfin,Vfin,paisier,DMF,paisier,VERcjg,VERcjg,subipf3,,"SLeger, l. 108",,
651,108,5,ab,ab,aP,a.b,/a\P,+,108,fro,Pre,Pre,o,DMF,o,PRE,PRE,,,"SLeger, l. 108",,
652,108,6,lui,lui,Lyi,l.u.i,L/y\i,|,108,fro,Prn,Prn,lui,DMF,lui,PRNper,PRNper,3smr,,"SLeger, l. 108",</l></lg>,
653,109,1,Et,et,eð,e.t,/e\ð,_,109,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 109",,<lb/><lg n=&quot;19&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;109&quot;>
654,109,2,ewruins,ewruins,EuryinS,e.w.r.u.i.n.s,/E\u.r/y\.'/i\nS,_,109,fro,N,N,Ébroïn,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 109",,
655,109,3,fist,fist,fiST,f.i.s.t,f/i\ST,_,109,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpsp3,,"SLeger, l. 109",,
656,109,4,fincta,fincta,fiNtə,f.i.n.ct.a,'f/i\N.t/(ə)\,_,109,fro,Adj,Adj,feindre,DMF,feindre,VERppe,VERppe,sfr,,"SLeger, l. 109",,
657,109,5,pais,pais,pAiS,p.a.i.s,p/A\iS,|,109,fro,N,N,paix,DMF,paix,NOMcom,NOMcom,sfr,,"SLeger, l. 109",</l>,
658,110,1,cio,cio,Çɔ,ci.o,Ç/ɔ\,+,110,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snr,,"SLeger, l. 110",,<lb/><l n=&quot;110&quot;>
659,110,2,l,l,L,l,/\L,_,110,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3smi,,"SLeger, l. 110",,
660,110,3,demonstrat,demonstrat,dEmONStrað,d.e.m.o.n.s.t.r.a.t,d/E\.m/O\NS.'tr/a\ð,_,110,fro,Vfin,Vfin,démontrer,DMF,démontrer,VERcjg,VERcjg,indpsp3,,"SLeger, l. 110",,
661,110,4,que,que,kE,qu.e,k/(E)\,+,110,fro,Sub,Sub,que,DMF,que,CONsub,CONsub,,,"SLeger, l. 110",,
662,110,5,si,si,Si,s.i,S/i\,+,110,fro,Adv,Adv,si4,DMF,si4,ADVgen,ADVgen,,,"SLeger, l. 110",,
663,110,6,paias,paias,pAiaS,p.a.i.a.s,p/A\i.'/a\S,|,110,fro,Vfin,Vfin,paisier,DMF,paisier,VERcjg,VERcjg,subipf3,,"SLeger, l. 110",</l>,
664,111,1,quan_dius,quandius,QRVRQVQ,q.u.a.n.d.iu.s,'QR/V\R.Q/V\Q,_,111,lat,Sub,Sub,quand,DMF,quand,CONsub,CONsub,,,"SLeger, l. 111",,<lb/><l n=&quot;111&quot;>
665,111,2,in,in,iN,i.n,/i\N,+,111,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 111",,
666,111,3,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,111,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,smr,,"SLeger, l. 111",,
667,111,4,monstier,monstier,mONStiEr,m.o.n.s.t.i.e.r,m/O\NS.'t/iE\r,_,111,fro,N,N,moutier,DMF,moutier,NOMcom,NOMcom,smr,,"SLeger, l. 111",,
668,111,5,instud,instud,iNStyð,i.n.s.t.u.d,/i\N.'St/y\ð,.|,111,fro,Vfin,Vfin,ester,DMF,ester,VERcjg,VERcjg,indpsp3,,"SLeger, l. 111",</l>,
669,112,1,cio,cio,Çɔ,ci.o,Ç/ɔ\,+,112,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snr,,"SLeger, l. 112",,<lb/><l n=&quot;112&quot;>
670,112,2,l,l,L,l,/\L,_,112,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3smi,,"SLeger, l. 112",,
671,112,3,demonstrat,demonstrat,dEmONStrað,d.e.m.o.n.s.t.r.a.t,d/E\.m/O\NS.'tr/a\ð,_,112,fro,Vfin,Vfin,démontrer,DMF,démontrer,VERcjg,VERcjg,indpsp3,,"SLeger, l. 112",,
672,112,4,amix,amix,AmiKS,a.m.i.x.,/A\.'m/i\KS,+,112,fro,N,N,ami,DMF,ami,NOMcom,NOMcom,snn,,"SLeger, l. 112",,
673,112,5,li,li,Li,l.i,L/i\,+,112,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 112",,
674,112,6,fust,fust,fyST,f.u.s.t,f/y\ST,.|,112,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,subipf3,,"SLeger, l. 112",</l>,
675,113,1,mais,mais,mAiS,m.a.i.s,m/A\iS,_,113,fro,Crd,Crd,mais,DMF,mais,CONcoo,CONcoo,,,"SLeger, l. 113",,<lb/><l n=&quot;113&quot;>
676,113,2,en,en,EN,e.n,/E\N,+,113,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 113",,
677,113,3,auant,avant,AvANT,a.v.a.n.t,/A\.'v/A\NT,_,113,fro,PrA,PrA,avant,DMF,avant,ADVgen,ADVgen,,,"SLeger, l. 113",,
678,113,4,uos,vos,voS,v.o.s,v/o\S,_,113,fro,Prn,Prn,vous,DMF,vous,PRNper,PRNper,5pmn,,"SLeger, l. 113",,
679,113,5,cio,cio,Çɔ,ci.o,Ç/ɔ\,_,113,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snr,,"SLeger, l. 113",,
680,113,6,aurez,aurez,AureTS,a.u.r.e.z.,/A\u.'r/e\TS,|,113,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indfut5,,"SLeger, l. 113",</l>,
681,114,1,cum,cum,kOm,c.u.m,k/O\m,_,114,fro,Sub,Sub,comme,DMF,comme,CONsub,CONsub,,,"SLeger, l. 114",,<lb/><l n=&quot;114&quot;>
682,114,2,ill,ill,il,i.ll,/i\l,+,114,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 114",,
683,114,3,edrat,edrat,Eðrað,e.d.r.a.t,/E\.'ðr/a\ð,_,114,fro,Vfin,Vfin,agir,DMF,agir,VERcjg,VERcjg,indpsp3,"SLégerL:115,182","SLeger, l. 114",,
