wd_id,line_id,linewd,dipl,word,phon,phon_map,syllabified,wd_div,textlineid,lang,syntag,syntag2,lemma,lemma_src,lemma_dmf,pos,pos_syn,morph,phil_note,ref,tei_right,tei_left
1132,189,5,fud,fud,fyð,f.u.d,f/y\ð,+,189,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 189",,<lb/>
1133,189,6,corroptios,corroptios,kOrrOPÇoS,c.o.r.r.o.p.ti.o.s,k/O\r.r/O\P.'Ç/o\S,.,189,fro,Adj,Adj,courroucé,DMF,courroucé,ADJqua,ADJqua,smn,,"SLeger, l. 189",</l>,
1134,190,1,donc,donc,dONK,d.o.n.c,d/O\NK,_,190,fro,Adv,Adv,donc,DMF,donc,ADVgen,ADVgen,,,"SLeger, l. 190",,<l n=&quot;190&quot;>
1135,190,2,oct,oct,ɔT,o.ct,/ɔ\T,_,190,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 190",,
1136,190,3,ab,ab,aP,a.b,/a\P,+,190,fro,Pre,Pre,o,DMF,o,PRE,PRE,,,"SLeger, l. 190",,
1137,190,4,lui,lui,Lyi,l.u.i,L/y\i,|,190,fro,Prn,Prn,lui,DMF,lui,PRNper,PRNper,3smr,,"SLeger, l. 190",,
1138,190,5,dures,dures,dyrəs,d.u.r.e.s,'d/y\.r/ə\s,_,190,fro,Adj,Adj,dur,DMF,dur,ADJqua,ADJqua,pfr,,"SLeger, l. 190",,<lb/>
1139,190,6,raizons,raizons,rAiʣOnS,r.a.i.z.o.n.s,r/A\i.'ʣ/O\nS,.,190,fro,N,N,raison,DMF,raison,NOMcom,NOMcom,pfr,,"SLeger, l. 190",</l>,
1140,191,1,e,e,e,e,/e\,+,191,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 191",,<l n=&quot;191&quot;>
1141,191,2,l,l,L,l,/\L,+,191,fro,Det,Det,le,DMF,le,DETdef,DETdef,smr,,"SLeger, l. 191",,
1142,191,3,corps,corps,kɔrPS,c.o.r.p.s,k/ɔ\rPS,_,191,fro,N,N,corps,DMF,corps,NOMcom,NOMcom,smr,,"SLeger, l. 191",,
1143,191,4,exas|tra,exastra,EKSaStrə,e.x..a.s.t.r.a,/E\K.'S/a\S.tr/(ə)\,_,191,fro,Vfin,Vfin,esardre,DMF,esardre,VERcjg,VERcjg,indpqp3,SLégerL:130,"SLeger, l. 191",,
1144,191,5,a,a,A,a,/A\,+,191,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 191",,<lb/>
1145,191,6,l,l,L,l,/\L,+,191,fro,Det,Det,le,DMF,le,DETdef,DETdef,smr,,"SLeger, l. 191",,
1146,191,7,tirant,tirant,tirANT,t.i.r.a.n.t,t/i\.'r/A\NT,.,191,fro,N,N,tyran,DMF,tyran,NOMcom,NOMcom,smr,,"SLeger, l. 191",</l>,
1147,192,1,peis,peis,piS,p.ei.s,p/i\S,_,192,fro,Adv,Adv,pis,DMF,pis,NOMcom,NOMcom,smr,,"SLeger, l. 192",,<l n=&quot;192&quot;>
1148,192,2,li,li,Li,l.i,L/i\,_,192,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 192",,
1149,192,3,promest,promest,prOmeST,p.r.o.m.e.s.t,pr/O\.'m/e\ST,|,192,fro,Vfin,Vfin,promettre,DMF,promettre,VERcjg,VERcjg,indpsp3,,"SLeger, l. 192",,
1150,192,4,ad,ad,Að,a.d,/A\ð,+,192,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 192",,<lb/>
1151,192,5,en,en,EN,e.n,/E\N,+,192,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 192",,
1152,192,6,auant,avant,AvANT,a.v.a.n.t,/A\.'v/A\NT,|,192,fro,PrA,PrA,avant,DMF,avant,ADVgen,ADVgen,,,"SLeger, l. 192",</l></lg>,
1153,193,1,A,a,A,a,/A\,_,193,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 193",,<lb/><lg n=&quot;33&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;193&quot;>
1154,193,2,grand,grand,grANT,g.r.a.n.d,gr/A\NT,_,193,fro,Adj,Adj,grand,DMF,grand,ADJqua,ADJqua,sfr,,"SLeger, l. 193",,
1155,193,3,furor,furor,fyror,f.u.r.o.r,f/y\.'r/o\r,_,193,fro,N,N,fureur,DMF,fureur,NOMcom,NOMcom,sfr,,"SLeger, l. 193",,
1156,193,4,a,a,A,a,/A\,+,193,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 193",,
1157,193,5,gran,gran,grAn,g.r.a.n,gr/A\n,_,193,fro,Adj,Adj,grand,DMF,grand,ADJqua,ADJqua,smr,,"SLeger, l. 193",,
1158,193,6,flaiel,flaiel,fLAiɛl,f.l.a.i.e.l,fL/A\i.'/ɛ\l,.|,193,fro,N,N,fléau,DMF,fléau,NOMcom,NOMcom,smr,,"SLeger, l. 193",</l>,
1159,194,1,si,si,Si,s.i,S/i\,+,194,fro,Adv,Adv,si4,DMF,si4,ADVgen,ADVgen,,,"SLeger, l. 194",,<lb/><l n=&quot;194&quot;>
1160,194,2,l,l,L,l,/\L,+,194,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sma,,"SLeger, l. 194",,
1161,194,3,recomanda,recomanda,rEkOmANdə,r.e.c.o.m.a.n.d.a,r/E\.k/O\.'m/A\N.d/(ə)\,_,194,fro,Vfin,Vfin,recommander,DMF,recommander,VERcjg,VERcjg,indpsp3|indpst3,SLégerL:102,"SLeger, l. 194",,
1162,194,4,laudebert,laudebert,LAudEbɛrT,l.a.u.d.e.b.e.r.t,L/A\u.d/E\.'b/ɛ\rT,.|,194,fro,N,N,Robert,wikipedia.fr,,NOMpro,NOMpro,smr,,"SLeger, l. 194",</l>,
1163,195,1,cio,cio,Çɔ,ci.o,Ç/ɔ\,+,195,fro,Prn,Prn,ce,DMF,ce,PRNdem,PRNdem,snr,,"SLeger, l. 195",,<lb/><l n=&quot;195&quot;>
1164,195,2,li,li,Li,l.i,L/i\,_,195,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 195",,
1165,195,3,roua,rova,rOva,r.o.v.a,r/O\.'v/a\,+,195,fro,Vfin,Vfin,rover,DMF,rover,VERcjg,VERcjg,indpsp3,,"SLeger, l. 195",,
1166,195,4,[et],et,eð,e.t,/e\ð,_,195,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 195",,
1167,195,5,noit,noit,nOiT,n.o.i.t,n/O\iT,_,195,fro,N,N,nuit,DMF,nuit,NOMcom,NOMcom,sfr,,"SLeger, l. 195",,
1168,195,6,et,et,eð,e.t,/e\ð,_,195,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 195",,
1169,195,7,di,di,di,d.i,d/i\,.,195,fro,N,N,di,DMF,di,NOMcom,NOMcom,smr,,"SLeger, l. 195",</l>,
1170,196,1,miel,miel,mæl,m.ie.l,m/æ\l,|,196,fro,Adv,Adv,mal2,DMF,mal2,ADVgen,ADVgen,,,"SLeger, l. 196",,<l n=&quot;196&quot;>
1171,196,2,li,li,Li,l.i,L/i\,_,196,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 196",,<lb/>
1172,196,3,fes_[i]st,fesist,fEziST,f.e.s.i.s.t,f/E\.'z/i\ST,_,196,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,subipf3,,"SLeger, l. 196",,
1173,196,4,dontre,dontre,dONtrə,d.o.n.t.r.e,'d/O\N.tr/(ə)\,+,196,fro,Adv,Adv,dentres,TL,,ADVgen,ADVgen,,,"SLeger, l. 196",,
1174,196,5,qu,qu,k,qu,k/\,+,196,fro,Sub,Sub,que,DMF,que,CONsub,CONsub,,,"SLeger, l. 196",,
1175,196,6,el,el,el,e.l,/e\l,_,196,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 196",,
1176,196,7,uiu,viu,viu,v.i.u,v/i\u,|,196,fro,Vfin,Vfin,vivre,DMF,vivre,VERcjg,VERcjg,indpst3,,"SLeger, l. 196",</l>,
1177,197,1,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,197,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,smn,,"SLeger, l. 197",,<lb/><l n=&quot;197&quot;>
1178,197,2,laudeberz,laudeberz,LAudEbɛrTS,l.a.u.d.e.b.e.r.z.,L/A\u.d/E\.'b/ɛ\rTS,_,197,fro,N,N,Robert,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 197",,
1179,197,3,fura,fura,fyrə,f.u.r.a,'f/y\.r/(ə)\,_,197,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpqp3,,"SLeger, l. 197",,
1180,197,4,buons,buons,bOnS,b.uo.n.s,b/O\nS,_,197,fro,Adj,Adj,bon,DMF,bon,ADJqua,ADJqua,smn,,"SLeger, l. 197",,
1181,197,5,om,om,Om,o.m,/O\m,.|,197,fro,N,N,homme,DMF,homme,NOMcom,NOMcom,smn,,"SLeger, l. 197",</l>,
1182,198,1,[et],et,eð,e.t,/e\ð,+,198,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 198",,<lb/><l n=&quot;198&quot;>
1183,198,2,s[an]c[t],sanct,SANT,s.a.n.ct,S/A\NT,_,198,fro,Adj,Adj,saint,DMF,saint,ADJqua,ADJqua,smr,,"SLeger, l. 198",,
1184,198,3,l[ethgier],lethgier,LETʤiEr,l.e.th.g.i.e.r,L/E\T.'ʤ/iE\r,_,198,fro,N,N,Léger,wikipedia.fr,,NOMpro,NOMpro,smr,,"SLeger, l. 198",,
1185,198,4,duis,duis,dyiS,d.u.i.s,d/y\iS,_,198,fro,Vfin,Vfin,duire,DMF,duire,VERcjg,VERcjg,indpsp3,,"SLeger, l. 198",,
1186,198,5,a,a,A,a,/A\,+,198,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 198",,
1187,198,6,son,son,SON,s.o.n,S/O\N,+,198,fro,Det,Det,son4,DMF,son4,DETpos,DETpos,3smr,,"SLeger, l. 198",,
1188,198,7,dom,dom,dOm,d.o.m,d/O\m,;|,198,fro,N,N,dan,DMF,dan,NOMcom,NOMcom,smr,,"SLeger, l. 198",</l></lg>,
1189,199,1,Il,il,il,i.l,/i\l,_,199,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 199",,<cb n=&quot;b&quot;/><lb/><lg n=&quot;34&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;199&quot;>
1190,199,2,li,li,Li,l.i,L/i\,+,199,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 199",,
1191,199,3,uol,vol,vɔl,v.o.l,v/ɔ\l,_,199,fro,Vfin,Vfin,vouloir,DMF,vouloir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 199",,
1192,199,4,faire,faire,fAirə,f.a.i.r.e,'f/A\i.r/(ə)\,_,199,fro,Vinf,Vinf,faire,DMF,faire,VERinf,VERinf,,,"SLeger, l. 199",,
1193,199,5,mult,mult,moLT,m.u.l.t,m/o\LT,_,199,fro,QIs,QIs,moult,DMF,moult,ADVgen,ADVgen,,,"SLeger, l. 199",,
1194,199,6,amet,amet,Amæð,a.m.e.t,/A\.'m/æ\ð,.,199,fro,Vpp,Vpp,aimer,DMF,aimer,VERppe,VERppe,smr,,"SLeger, l. 199",</l>,
1195,200,1,beuure,bewre,beurə,b.e.w.r.e,'b/e\u.r/(ə)\,|,200,fro,Vinf,Vinf,boire,DMF,boire,VERinf,VERinf,,,"SLeger, l. 200",,<l n=&quot;200&quot;>
1196,200,2,li,li,Li,l.i,L/i\,+,200,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 200",,<lb/>
1197,200,3,roua,rova,rOva,r.o.v.a,r/O\.'v/a\,_,200,fro,Vfin,Vfin,rover,DMF,rover,VERcjg,VERcjg,indpsp3,,"SLeger, l. 200",,
1198,200,4,a_porter,aporter,ApOrtær,a.p.o.r.t.e.r,/A\.p/O\r.'t/æ\r,.,200,fro,Vinf,Vinf,apporter,DMF,apporter,VERinf,VERinf,,,"SLeger, l. 200",</l>,
1199,201,1,garda,garda,gArda,g.a.r.d.a,g/A\r.'d/a\,_,201,fro,Vfin,Vfin,garder,DMF,garder,VERcjg,VERcjg,indpsp3,,"SLeger, l. 201",,<l n=&quot;201&quot;>
1200,201,2,si,si,Si,s.i,S/i\,_,201,fro,Adv,Adv,si4,DMF,si4,ADVgen,ADVgen,,,"SLeger, l. 201",,
1201,201,3,uid,vid,viT,v.i.d,v/i\T,|,201,fro,Vfin,Vfin,voir,DMF,voir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 201",,
1202,201,4,grand,grand,grANT,g.r.a.n.d,gr/A\NT,_,201,fro,Adj,Adj,grand,DMF,grand,ADJqua,ADJqua,sfr,,"SLeger, l. 201",,<lb/>
1203,201,5,claritet,claritet,kLAritæð,c.l.a.r.i.t.e.t,kL/A\.r/i\.'t/æ\ð,.,201,fro,N,N,clarité,DMF,clarité,NOMcom,NOMcom,sfr,,"SLeger, l. 201",</l>,
1204,202,1,de,de,dE,d.e,d/(E)\,+,202,fro,Pre,Pre,de,DMF,de,PRE,PRE,,,"SLeger, l. 202",,<l n=&quot;202&quot;>
1205,202,2,cel,cel,ÇEl,c.e.l,Ç/E\l,_,202,fro,N,N,ciel,DMF,ciel,NOMcom,NOMcom,smr,,"SLeger, l. 202",,
1206,202,3,uindre,vindre,viNdrə,v.i.n.d.r.e,'v/i\N.dr/(ə)\,|,202,fro,Vfin,Vfin,venir,DMF,venir,VERcjg,VERcjg,indpqp3,,"SLeger, l. 202",,
1207,202,4,fud,fud,fyð,f.u.d,f/y\ð,_,202,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 202",,<lb/>
1208,202,5,de,de,dE,d.e,d/(E)\,+,202,fro,Pre,Pre,de,DMF,de,PRE,PRE,,,"SLeger, l. 202",,
1209,202,6,par,par,par,p.a.r,p/a\r,+,202,fro,Pre,Pre,par,DMF,par,PRE,PRE,,,"SLeger, l. 202",,
1210,202,7,deu,deu,dæu,d.e.u,d/æ\u,_,202,fro,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smr,,"SLeger, l. 202",</l>,
1211,203,1,et,et,eð,e.t,/e\ð,_,202,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 202",,<l n=&quot;203&quot;>
1212,203,2,si,si,Si,s.i,S/i\,+,203,fro,Adv,Adv,si4,DMF,si4,ADVgen,ADVgen,,,"SLeger, l. 203",,
1213,203,3,cum,cum,kOm,c.u.m,k/O\m,_,203,fro,Sub,Sub,comme,DMF,comme,CONsub,CONsub,,,"SLeger, l. 203",,
1214,203,4,roors,roors,rOorS,r.o.o.r.s,r/O\.'/o\rS,|,203,fro,N,N,rouveur,DMF,rouveur,NOMcom,NOMcom,sfn,,"SLeger, l. 203",,
1215,203,5,in,in,iN,i.n,/i\N,_,203,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 203",,<lb/>
1216,203,6,cęl,cel,ÇEl,c.e.l,Ç/E\l,_,203,fro,N,N,ciel,DMF,ciel,NOMcom,NOMcom,smr,,"SLeger, l. 203",,
1217,203,7,es,es,ES,e.s,/E\S,+,203,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpst3,,"SLeger, l. 203",,
1218,203,8,granz,granz,grANTS,g.r.a.n.z.,gr/A\NTS,_,203,fro,Adj,Adj,grand,DMF,grand,ADJqua,ADJqua,sfn,,"SLeger, l. 203",</l>,
1219,204,1,et,et,eð,e.t,/e\ð,_,204,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 204",,<l n=&quot;204&quot;>
1220,204,2,si,si,Si,s.i,S/i\,+,204,fro,Adv,Adv,si4,DMF,si4,ADVgen,ADVgen,,,"SLeger, l. 204",,
1221,204,3,cum,cum,kOm,c.u.m,k/O\m,_,204,fro,Sub,Sub,comme,DMF,comme,CONsub,CONsub,,,"SLeger, l. 204",,
1222,204,4,flam|mes,flammes,fLaməS,f.l.a.mm.e.s,'fL/a\.m/ə\S,_,204,fro,N,N,flamme,DMF,flamme,NOMcom,NOMcom,pfn,,"SLeger, l. 204",,
1223,204,5,clar,clar,kLAr,c.l.a.r,kL/A\r,_,204,fro,Adv,Adv,clair,DMF,clair,ADJqua,ADVgen,,,"SLeger, l. 204",,<lb/>
1224,204,6,ardaz[=ardanz],ardanz,ArdANTS,a.r.d.a.n.z.,/A\r.'d/A\NTS,|,204,fro,Vprs,Vprs,ardre,DMF,ardre,VERppa,VERppa,,,"SLeger, l. 204",</l></lg>,
1225,205,1,Cil,cil,Çil,c.i.l,Ç/i\l,+,205,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,smn,,"SLeger, l. 205",,<lb/><lg n=&quot;35&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;205&quot;>
1226,205,2,laudeberz,laudeberz,LAudEbɛrTS,l.a.u.d.e.b.e.r.z.,L/A\u.d/E\.'b/ɛ\rTS,_,205,fro,N,N,Robert,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 205",,
1227,205,3,qual,qual,kAl,qu.a.l,k/A\l,_,205,fro,Qux,Qux,quel,DMF,quel,DETrel,DETrel,sfr,,"SLeger, l. 205",,
1228,205,4,hora,hora,ɔrə,ho.r.a,'/ɔ\.r/(ə)\,+,205,fro,N,N,heure,DMF,heure,NOMcom,NOMcom,sfr,,"SLeger, l. 205",,
1229,205,5,l,l,L,l,/\L,+,205,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sna,,"SLeger, l. 205",,
1230,205,6,uid,vid,viT,v.i.d,v/i\T,.|,205,fro,Vfin,Vfin,voir,DMF,voir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 205",</l>,
1231,206,1,torne,torne,tOrnɛ,t.o.r.n.e,t/O\r.'n/ɛ\,+,206,fro,Vfin,Vfin,tourner,DMF,tourner,VERcjg,VERcjg,indpsp3,SLégerL:103,"SLeger, l. 206",,<lb/><l n=&quot;206&quot;>
1232,206,2,s,s,S,s,S/\,+,206,fro,Prn,Prn%%,se,DMF,se,PRCper,PRCper,3smr,,"SLeger, l. 206",,
1233,206,3,a,a,A,a,/A\,+,206,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 206",,
1234,206,4,ls,ls,LS,l.s,/\LS,_,206,fro,Det,Det,le,DMF,le,DETdef,DETdef,pmr,,"SLeger, l. 206",,
1235,206,5,altres,altres,aLtrəS,a.l.t.r.e.s,'/a\L.tr/ə\S,_,206,fro,Adj,Adj,autre,DMF,autre,PRNind,PRNind,pmr,,"SLeger, l. 206",,
1236,206,6,si,si,Si,s.i,S/i\,+,206,fro,Adv,Adv,si4,DMF,si4,ADVgen,ADVgen,,,"SLeger, l. 206",,
1237,206,7,llor,llor,Lor,ll.o.r,L/o\r,_,206,fro,Prn,Prn$$,leur,DMF,leur,PRCper,PRCper,6pmi,,"SLeger, l. 206",,
1238,206,8,dist,dist,diST,d.i.s.t,d/i\ST,.,206,fro,Vfin,Vfin,dire,DMF,dire,VERcjg,VERcjg,indpsp3|indpst3,,"SLeger, l. 206",</l>,
1239,207,1,ciest,ciest,ÇeST,c.ie.s.t,Ç/e\ST,|,207,fro,Dem,Dem,cist,DMF,cist,DETdem,DETdem,smr,,"SLeger, l. 207",,<l n=&quot;207&quot;><q>
1240,207,2,omne,omne,Omnə,o.m.n.e,'/O\m.n/(ə)\,+,207,fro,N,N,homme,DMF,homme,NOMcom,NOMcom,smr,,"SLeger, l. 207",,<lb/>
1241,207,3,tiel,tiel,tæl,t.ie.l,t/æ\l,_,207,fro,Adj,Adj,tel,DMF,tel,ADJind,ADJind,smr,,"SLeger, l. 207",,
1242,207,4,mult,mult,moLT,m.u.l.t,m/o\LT,_,207,fro,QIs,QIs,moult,DMF,moult,ADVgen,ADVgen,,,"SLeger, l. 207",,
1243,207,5,aima,aima,Aimə,a.i.m.a,'/A\i.m/(ə)\,_,207,fro,Vfin,Vfin,aimer,DMF,aimer,VERcjg,VERcjg,indpst3,SLégerL:102,"SLeger, l. 207",,
1244,207,6,d[eu]s,deus,dæuS,d.e.u.s,d/æ\uS,.,207,fro,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smn,,"SLeger, l. 207",</q></l>,
1245,208,1,por,por,por,p.o.r,p/o\r,+,208,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 208",,<l n=&quot;208&quot;><q>
1246,208,2,cui,cui,kyi,c.u.i,k/y\i,|,208,fro,Qux,Qux,qui,DMF,qui,PRNrel,PRNrel,,,"SLeger, l. 208",,
1247,208,3,tels,tels,tæLS,t.e.l.s,t/æ\LS,+,208,fro,Adj,Adj,tel,DMF,tel,DETind,DETind,sfn,,"SLeger, l. 208",,<lb/>
1248,208,4,causa,causa,ċAuzə,c.a.u.s.a,'ċ/A\u.z/(ə)\,_,208,fro,N,N,chose,DMF,chose,NOMcom,NOMcom,sfn,,"SLeger, l. 208",,
1249,208,5,uin,vin,vin,v.i.n,v/i\n,+,208,fro,Vfin,Vfin,venir,DMF,venir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 208",,
1250,208,6,de,de,dE,d.e,d/(E)\,+,208,fro,Pre,Pre,de,DMF,de,PRE,PRE,,,"SLeger, l. 208",,
1251,208,7,ciel,ciel,ÇiEl,c.i.e.l,Ç/iE\l,.,208,fro,N,N,ciel,DMF,ciel,NOMcom,NOMcom,smr,,"SLeger, l. 208",</q></l>,
1252,209,1,por,por,por,p.o.r,p/o\r,+,209,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 209",,<l n=&quot;209&quot;>
1253,209,2,ciels,ciels,ÇeLS,c.ie.l.s,Ç/e\LS,|,209,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,pmr,,"SLeger, l. 209",,
1254,209,3,signes,signes,SiɲəS,s.i.gn.e.s,'S/i\.ɲ/ə\S,_,209,fro,N,N,signe,DMF,signe,NOMcom,NOMcom,pmr,,"SLeger, l. 209",,<lb/>
1255,209,4,que,que,kE,qu.e,k/(E)\,+,209,fro,Qux,Qux,que,DMF,que,PRNrel,PRNrel,pmr,,"SLeger, l. 209",,
1256,209,5,uidrent,vidrent,viðrəNT,v.i.d.r.e.n.t,'v/i\.ðr/ə\NT,_,209,fro,Vfin,Vfin,voir,DMF,voir,VERcjg,VERcjg,indpsp6,,"SLeger, l. 209",,
1257,209,6,tels,tels,tæLS,t.e.l.s,t/æ\LS,.,209,fro,Adj,Adj,tel,DMF,tel,PRNind,PRNind,pmr,,"SLeger, l. 209",</l>,
1258,210,1,deu,deu,dæu,d.e.u,d/æ\u,|,210,fro,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smr,,"SLeger, l. 210",,<l n=&quot;210&quot;>
1259,210,2,presdrent,presdrent,preSdrENT,p.r.e.s.d.r.e.n.t,pr/e\S.'dr/E\NT,_,210,fro,Vfin,Vfin,prendre,DMF,prendre,VERcjg,VERcjg,indpsp6,,"SLeger, l. 210",,<lb/>
1260,210,3,mult,mult,moLT,m.u.l.t,m/o\LT,_,210,fro,QIs,QIs,moult,DMF,moult,ADVgen,ADVgen,,,"SLeger, l. 210",,
1261,210,4,a,a,A,a,/A\,+,210,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 210",,
1262,210,5,conlauder,conlauder,kONlAudær,c.o.n.l.a.u.d.e.r,k/O\N.l/A\u.'d/æ\r,|,210,fro,Vinf,Vinf,conlaudar,DOM,,VERinf,VERinf,,,"SLeger, l. 210",</l></lg>,
1263,211,1,Tuit,tuit,tUiT,t.u.i.t,t/U\iT,_,211,fro,QIs,QIs,tout,DMF,tout,DETind,DETind,pmn,,"SLeger, l. 211",,<lb/><lg n=&quot;36&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;211&quot;>
1264,211,2,li,li,Li,l.i,L/i\,+,211,fro,Det,Det,le,DMF,le,DETdef,DETdef,pmn,,"SLeger, l. 211",,
1265,211,3,omne,omne,Omnə,o.m.n.e,'/O\m.n/(ə)\,+,211,fro,N,N,homme,DMF,homme,NOMcom,NOMcom,pmn,,"SLeger, l. 211",,
1266,211,4,de,de,dE,d.e,d/(E)\,+,211,fro,Pre,Pre,de,DMF,de,PRE,PRE,,,"SLeger, l. 211",,
1267,211,5,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,211,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,smr,,"SLeger, l. 211",,
1268,211,6,pais,pais,pAiS,p.a.i.s,p/A\.'/i\S,.|,211,fro,N,N,pays,DMF,pays,NOMcom,NOMcom,smr,,"SLeger, l. 211",</l>,
1269,212,1,trestuit,trestuit,trAStUiT,t.r.e.s.t.u.i.t,tr/A\S.'t/U\iT,_,212,fro,QIs,QIs,trèstous,DMF,trèstous,PRNind,PRNind,pmn,,"SLeger, l. 212",,<lb/><l n=&quot;212&quot;>
1270,212,2,apresdrent,apresdrent,ApreSdrəNT,a.p.r.e.s.d.r.e.n.t,/A\.'pr/e\S.dr/ə\NT,_,212,fro,Vfin,Vfin,apprendre,DMF,apprendre,VERcjg,VERcjg,indpsp6,SLégerL:212,"SLeger, l. 212",,
1271,212,3,a,a,A,a,/A\,_,212,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 212",,
1272,212,4,ue|nir,venir,vEnir,v.e.n.i.r,v/E\.'n/i\r,.,212,fro,Vinf,Vinf,venir,DMF,venir,VERinf,VERinf,,,"SLeger, l. 212",</l>,
1273,213,1,et,et,eð,e.t,/e\ð,+,213,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 213",,<lb/><l n=&quot;213&quot;>
1274,213,2,s[an]c[z],sancz,SANTS,s.a.n.c.z,S/A\NTS,_,213,fro,Adj,Adj,saint,DMF,saint,ADJqua,ADJqua,smn,,"SLeger, l. 213",,
1275,213,3,l[ethgiers],lethgiers,LETʤiErS,l.e.th.g.i.e.r.s,L/E\T.'ʤ/iE\rS,_,213,fro,N,N,Léger,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 213",,
1276,213,4,lis,lis,LiS,l.i.s,L/i\S,+,213,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,6pma,,"SLeger, l. 213",,
1277,213,5,prediat,prediat,prEdiað,p.r.e.d.i.a.t,pr/E\.d/i\.'/a\ð,.,213,fro,Vfin,Vfin,prêcher,DMF,prêcher,VERcjg,VERcjg,indpsp3,,"SLeger, l. 213",</l>,
1278,214,1,d[omi]ne|deu,dominedeu,dOminEdæu,d.o.m.i.n.e.d.e.u,d/O\.m/i\.n/E\.'d/æ\u,+,214,fro,N,N,Damedieu,DMF,Damedieu,NOMpro,NOMpro,smr,,"SLeger, l. 214",,<l n=&quot;214&quot;>
1279,214,2,il,il,il,i.l,/i\l,+,214,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 214",,<lb/>
