wd_id,line_id,linewd,dipl,wd_div,word,phon,phon_map,syllabified,lang,pos,pos_syn,morph,penn_pos,syntag,syntag2,lemma,lemma_src,lemma_dmf,ref,tei_right,tei_left
1079,138,2,fort,|,fort,fɔrT,f.o.r.t,f/ɔ\rT,pro,ADJqua,ADVgen,,ADV,Adv,Adv,fòrt,DOM,fort,"Boeci, l. 138",,
1080,138,3,blasmaua,_,blasmava,bLASmAvA,b.l.a.s.m.a.v.a,bL/A\S.'m/A\.v/(A)\,pro,VERcjg,VERcjg,indipf3,VJ,Vfin,Vfin,blasmar,DOM,blâmer,"Boeci, l. 138",,<lb/>
1081,138,4,boecis,_,boecis,bOɛʦiS,b.o.e.c.i.s,b/O\.'/ɛ\.ʦ/i\S,pro,NOMpro,NOMpro,smn,NPRS,N,N,Boèci,---,,"Boeci, l. 138",,
1082,138,5,sós,_,sos,SOS,s.o.s,S/O\S,pro,DETpos,DETpos,3pmr,DZ,Det,Det,sos,DOM,son4,"Boeci, l. 138",,
1083,138,6,amigs,.,amigs,AmiKS,a.m.i.g.s,/A\.'m/i\KS,pro,NOMcom,NOMcom,pmr,NCPL,N,N,amic,DOM,ami,"Boeci, l. 138",</l>,
1084,139,1,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,pmn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 139",,<l n=&quot;139&quot;>
1085,139,2,lui,_,lui,Lyi,l.u.i,L/y\i,pro,PRCper,PRCper,3sma,PRO,Prn,Prn$$,lui,DOM,lui,"Boeci, l. 139",,
1086,139,3,laudáuen,_,laudaven,LAuðAvEn,l.a.u.d.a.v.e.n,L/A\u.'ð/A\.v/E\n,pro,VERcjg,VERcjg,indipf6,VJ,Vfin,Vfin,lauzar,DOM,louer,"Boeci, l. 139",,
1087,139,4,deréer,_,dereer,dErEir,d.e.r.e.e.r,d/E\.'r/E\ir,pro,ADVgen,ADVgen,,ADV,PrA,PrA,deréire,DOM,derrière,"Boeci, l. 139",,
1088,139,5,e,+,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 139",,
1089,139,6,uz,|,uz,LÇ,u.z,/\LÇ,pro,DETdef,DETdef,3pmr,D,Det,Det,lo2,DOM,le,"Boeci, l. 139",,
1090,139,7,dias,_,dias,diAS,d.i.a.s,'d/<i>\./A\S,pro,NOMcom,NOMcom,pmr,NCPL,N,N,dia,DOM,di,"Boeci, l. 139",,<lb/>
1091,139,8,antíx,.,antix,ANtiKS,a.n.t.i.x.,/A\N.'t/i\KS,pro,ADJqua,ADJqua,pmr,ADJ,Adj,Adj,antic,DOM,antif,"Boeci, l. 139",</l>,
1092,140,1,qu,+,qu,k,qu,k/\,pro,CONsub,CONsub,,CONJS,Sub,Sub,que,DOM,que,"Boeci, l. 140",,<l n=&quot;140&quot;>
1093,140,2,el,_,el,el,e.l,/e\l,pro,PRNper,PRNper,3smn,PRO,Prn,Prn$,el2,DOM,il,"Boeci, l. 140",,
1094,140,3,era,_,era,ɛrA,e.r.a,'/ɛ\.r/(A)\,pro,VERcjg,VERcjg,indipf3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 140",,
1095,140,4,coms,_,coms,kOmS,c.o.m.s,k/O\mS,pro,NOMcom,NOMcom,smn,NCS,N,N,cómte,DOM,comte,"Boeci, l. 140",,
1096,140,5,molt,_,molt,moLT,m.o.l.t,m/o\LT,pro,ADVgen,ADVgen,,Q,QIs,QIs,mólt,DOM,moult,"Boeci, l. 140",,
1097,140,6,onraz,_,onraz,ONrATS,o.n.r.a.z.,/O\N.'r/A\TS,pro,VERppe,VERppe,smn,ADJ,Vpp,Vpp,onrar,DOM,honorer,"Boeci, l. 140",,
1098,140,7,e,+,e,e,e,/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 140",,
1099,140,8,rix,.,rix,riKS,r.i.x.,r/i\KS,pro,ADJqua,ADJqua,smn,ADJ,Adj,Adj,ric,DOM,riche,"Boeci, l. 140",</l>,
1100,141,1,et,_,et,ed,e.t,/e\d,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 141",,<l n=&quot;141&quot;>
1101,141,2,euers,_,evers,EvɛrS,e.v.e.r.s,/E\.'v/ɛ\rS,pro,PRE,PRE,,P,PrA,PrA,envers,DOM,envers,"Boeci, l. 141",,
1102,141,3,deu,_,deu,dɛu,d.e.u,d/ɛ\u,pro,NOMpro,NOMpro,smr,NPRS,N,N,dèu,DOM,Dieu,"Boeci, l. 141",,
1103,141,4,éra,|,era,ɛrA,e.r.a,'/ɛ\.r/(A)\,pro,VERcjg,VERcjg,indipf3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 141",,
1104,141,5,tot,_,tot,toT,t.o.t,t/o\T,pro,DETind,DETind,smn,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 141",,<lb/>
1105,141,6,sos,_,sos,SOS,s.o.s,S/O\S,pro,DETpos,DETpos,3smn,DZ,Det,Det,sos,DOM,son4,"Boeci, l. 141",,
1106,141,7,afix,.,afix,AfiKS,a.f.i.x.,/A\.'f/i\KS,pro,NOMcom,NOMcom,smn,NCS,N,N,afic,DOM,,"Boeci, l. 141",</l></lg>,
1107,142,1,molt,_,molt,moLT,m.o.l.t,m/o\LT,pro,ADVgen,ADVgen,,Q,QIs,QIs,mólt,DOM,moult,"Boeci, l. 142",,<lg n=&quot;18&quot; type=&quot;laisse&quot; met=&quot;decasyllable&quot;><l n=&quot;142&quot;>
1108,142,2,lo,_,lo,Lu,l.o,L/(u)\,pro,PRCper,PRCper,3sma,PRO,Prn,Prn$$,lo3,DOM,le,"Boeci, l. 142",,
1109,142,3,laudauen,_,laudaven,LAuðAvEn,l.a.u.d.a.v.e.n,L/A\u.'ð/A\.v/E\n,pro,VERcjg,VERcjg,indipf6,VJ,Vfin,Vfin,lauzar,DOM,louer,"Boeci, l. 142",,
1110,142,4,e,_,e,e,e,/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 142",,
1111,142,5,amíc,_,amic,AmiK,a.m.i.c,/A\.'m/i\K,pro,NOMcom,NOMcom,pmn,NCPL,N,N,amic,DOM,ami,"Boeci, l. 142",,
1112,142,6,e,+,e,e,e,/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 142",,
1113,142,7,parent,.,parent,pArENT,p.a.r.e.n.t,p/A\.'r/E\NT,pro,NOMcom,NOMcom,pmn,NCPL,N,N,parén,DOM,parent,"Boeci, l. 142",</l>,
1114,143,1,c,+,c,k,c,k/\,pro,CONsub,CONsub,,CONJS,Sub,Sub,que2,DOM,que,"Boeci, l. 143",,<l n=&quot;143&quot;>
1115,143,2,ab,_,ab,AP,a.b,/A\P,pro,PRE,PRE,,P,Pre,Pre,ab,DOM,o,"Boeci, l. 143",,
1116,143,3,damrideu,|,damrideu,dANridɛu,d.a.m.r.i.d.e.u,d/A\N.r/i\.'d/ɛ\u,pro,NOMpro,NOMpro,smr,NPRS,N,N,domnedèu,DOM,Damedieu,"Boeci, l. 143",,
1117,143,4,se,_,se,Se,s.e,S/(e)\,pro,PRCper,PRCper,3smr,PRO,Prn,Prn$$,sé,DOM,se,"Boeci, l. 143",,<lb/>
1118,143,5,tenia,_,tenia,tEniA,t.e.n.i.a,t/E\.'n/<i>\./(A)\,pro,VERcjg,VERcjg,indipf3,VJ,Vfin,Vfin,tenér,DOM,tenir,"Boeci, l. 143",,
1119,143,6,for_ment,.,forment,fOrmENT,f.o.r.m.e.n.t,f/O\r.'m/E\NT,pro,ADVgen,ADVgen,,ADV,Adv,Adv,fortment,DOM,fortement,"Boeci, l. 143",</l>,
1120,144,1,pero,_,pero,pErO,p.e.r.o,p/E\.'r/O\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,pero,DOM,,"Boeci, l. 144",,<l n=&quot;144&quot;>
1121,144,2,boecis,_,boecis,bOɛʦiS,b.o.e.c.i.s,b/O\.'/ɛ\.ʦ/i\S,pro,NOMpro,NOMpro,smn,NPRS,N,N,Boèci,---,,"Boeci, l. 144",,
1122,144,3,trastuz,_,trastuz,trAStoTS,t.r.a.s.t.u.z.,tr/A\S.'t/o\TS,pro,PRNind,PRNind,pmr,Q,QIs,QIs,trastót,DOM,trèstout,"Boeci, l. 144",,
1123,144,4,los,_,los,LoS,l.o.s,L/o\S,pro,PRCper,PRCper,6pma,PRO,Prn,Prn$$,los2,DOM,le,"Boeci, l. 144",,
1124,144,5,en,_,en,En,e.n,/E\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 144",,
1125,144,6,desmént,.,desment,dESmENT,d.e.s.m.e.n.t,d/E\S.'m/E\NT,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,dementir,DOM,démentir,"Boeci, l. 144",</l>,
1126,145,1,no,+,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 145",,<l n=&quot;145&quot;>
1127,145,2,s,_,s,S,s,S/\,pro,PRCper,PRCper,3smr,PRO,Prn,Prn$$,sé,DOM,se,"Boeci, l. 145",,
1128,145,3,es,_,es,eS,e.s,/e\S,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 145",,
1129,145,4,acsi,_,acsi,AkSi,a.c.s.i,/A\k.'S/i\,pro,ADVgen,ADVgen,,ADV,Adv,Adv,aici,DOM,ici,"Boeci, l. 145",,
1130,145,5,cu[m],|,cum,kOm,c.u.m,k/O\m,pro,CONsub,CONsub,,CMP,Sub,Sub,cóm,DOM,comme,"Boeci, l. 145",,
1131,145,6,anauen,_,anaven,AnAvEn,a.n.a.v.e.n,/A\.'n/A\.v/E\n,pro,VERcjg,VERcjg,indipf6,VJ,Vfin,Vfin,anar,DOM,aner,"Boeci, l. 145",,<lb/>
1132,145,7,dicent,.,dicent,diʣENT,d.i.c.e.n.t,d/i\.'ʣ/E\NT,pro,VERppa,VERppa,,VG,Vprs,Vprs,dire,DOM,dire,"Boeci, l. 145",</l>,
1133,146,1,cel,_,cel,Çel,c.e.l,Ç/e\l,pro,PRNdem,PRNdem,smn,PRO,Dem,Dem,cél2,DOM,cil,"Boeci, l. 146",,<l n=&quot;146&quot;>
1134,146,2,non,_,non,nOn,n.o.n,n/O\n,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 146",,
1135,146,3,es,_,es,eS,e.s,/e\S,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 146",,
1136,146,4,bós,_,bos,boS,b.o.s,b/o\S,pro,ADJqua,ADJqua,smn,ADJ,Adj,Adj,bóN,DOM,bon,"Boeci, l. 146",,
1137,146,5,que,_,que,ke,qu.e,k/(e)\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,que,DOM,que,"Boeci, l. 146",,
1138,146,6,a,_,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 146",,
1139,146,7,frebla,_,frebla,frebLA,f.r.e.b.l.a,'fr/e\.bL/(A)\,pro,ADJqua,ADJqua,sfr,ADJ,Adj,Adj,féble,DOM,faible,"Boeci, l. 146",,
1140,146,8,scala,_,scala,0SkAlA,.s.c.a.l.a,/[0]\S.'k/A\.l/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,escala,DOM,échelle,"Boeci, l. 146",,
1141,146,9,s,+,s,S,s,/\S,pro,PRCper,PRCper,3smr,PRO,Prn,Prn$$,sé,DOM,se,"Boeci, l. 146",,
1142,146,10,té,.,te,te,t.e,t/e\,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,tenér,DOM,tenir,"Boeci, l. 146",</l>,
1143,147,1,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 147",,<l n=&quot;147&quot;>
1144,147,2,tota,_,tota,totA,t.o.t.a,'t/o\.t/(A)\,pro,DETind,DETind,sfr,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 147",,
1145,147,3,ora,|,ora,orA,o.r.a,'/o\.r/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,óra,DOM,heure,"Boeci, l. 147",,
1146,147,4,sempre,_,sempre,SENprE,s.e.m.p.r.e,'S/E\N.pr/(E)\,pro,ADVgen,ADVgen,,ADV,Adv,Adv,sémpre,DOM,sempres,"Boeci, l. 147",,<lb/>
1147,147,5,uai,_,vai,vAi,v.a.i,v/A\i,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,anar,DOM,aner,"Boeci, l. 147",,
1148,147,6,chaden,.,chaden,kAðEn,ch.a.d.e.n,k/A\.'ð/E\n,pro,VERppa,VERppa,,VG,Vprs,Vprs,cazér,DOM,choir,"Boeci, l. 147",</l>,
1149,148,1,aquel,_,aquel,Akel,a.qu.e.l,/A\.'k/e\l,pro,PRNdem,PRNdem,smn,PRO,Dem,Dem,aquél,DOM,,"Boeci, l. 148",,<l n=&quot;148&quot;>
1150,148,2,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 148",,
1151,148,3,l,+,l,L,l,L/\,pro,PRCper,PRCper,3sma,PRO,Prn,Prn$$,lo3,DOM,le,"Boeci, l. 148",,
1152,148,4,a,_,a,A,a,/A\,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 148",,
1153,148,5,non,_,non,nOn,n.o.n,n/O\n,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 148",,
1154,148,6,estai,_,estai,EStAi,e.s.t.a.i,/E\S.'t/A\i,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,estar,DOM,ester,"Boeci, l. 148",,
1155,148,7,fermament,.,fermament,fermAmENT,f.e.r.m.a.m.e.n.t,f/e\r.m/A\.'m/E\NT,pro,ADVgen,ADVgen,,ADV,Adv,Adv,fermemén,DOM,fermement,"Boeci, l. 148",</l>,
1156,149,1,e,+,e,e,e,/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 149",,<l n=&quot;149&quot;>
1157,149,2,quals,|,quals,kALS,qu.a.l.s,k/A\LS,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,cal,DOM,quel,"Boeci, l. 149",,
1158,149,3,es,_,es,eS,e.s,/e\S,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 149",,<lb/>
1159,149,4,l,+,l,L,l,L/\,pro,DETdef,DETdef,smn,D,Det,Det,lo2,DOM,le,"Boeci, l. 149",,
1160,149,5,om,_,om,Om,o.m,/O\m,pro,NOMcom,NOMcom,smn,NCS,N,N,óme,DOM,homme,"Boeci, l. 149",,
1161,149,6,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 149",,
1162,149,7,a,+,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 149",,
1163,149,8,ferma,_,ferma,fermA,f.e.r.m.a,'f/e\r.m/(A)\,pro,ADJqua,ADJqua,sfr,ADJ,Adj,Adj,férm,DOM,ferme,"Boeci, l. 149",,
1164,149,9,schala,+,schala,0SkAlA,.s.ch.a.l.a,/[0]\S.'k/A\.l/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,escala,DOM,échelle,"Boeci, l. 149",,
1165,149,10,s,_,s,S,s,/\S,pro,PRCper,PRCper,3smr,PRO,Prn,Prn$$,sé,DOM,se,"Boeci, l. 149",,
1166,149,11,té,.,te,te,t.e,t/e\,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,tenér,DOM,tenir,"Boeci, l. 149",</l>,
1167,150,1,bos,_,bos,boS,b.o.s,b/o\S,pro,ADJqua,ADJqua,smn,ADJ,Adj,Adj,bóN,DOM,bon,"Boeci, l. 150",,<l n=&quot;150&quot;>
1168,150,2,[ch]ristias,_,christias,kriStiAS,ch.r.i.s.t.i.a.s,kr/i\S.t/i\.'/A\S,pro,NOMcom,NOMcom,smn,NCS,N,N,crestiaN,DOM,chrétien,"Boeci, l. 150",,
1169,150,3,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 150",,
1170,150,4,cre,_,cre,kre,c.r.e,kr/e\,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,créire,DOM,croire,"Boeci, l. 150",,
1171,150,5,p[er]feitament,.|,perfeitament,pErfeitAmENT,p.e.r.f.e.i.t.a.m.e.n.t,p/E\r.f/e\i.t/A\.'m/E\NT,pro,ADVgen,ADVgen,,ADV,Adv,Adv,perfeitament,DOM,parfaitement,"Boeci, l. 150",</l>,
1172,151,1,deu,_,deu,dɛu,d.e.u,d/ɛ\u,pro,NOMpro,NOMpro,smr,NPRS,N,N,dèu,DOM,Dieu,"Boeci, l. 151",,<lb/><l n=&quot;151&quot;>
1173,151,2,la,_,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 151",,
1174,151,3,paterna,_,paterna,pAtɛrnA,p.a.t.e.r.n.a,p/A\.'t/ɛ\r.n/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,patèrna,DOM,paterne,"Boeci, l. 151",,
1175,151,4,lo,+,lo,LO,l.o,L/(O)\,pro,DETdef,DETdef,smr,D,Det,Det,lo2,DOM,le,"Boeci, l. 151",,
1176,151,5,rei,_,rei,rei,r.e.i,r/e\i,pro,NOMcom,NOMcom,smr,NCS,N,N,réi,DOM,roi,"Boeci, l. 151",,
1177,151,6,omnipotent,.,omnipotent,OmnipOtENT,o.m.n.i.p.o.t.e.n.t,/O\m.n/i\.p/O\.'t/E\NT,pro,ADJqua,ADJqua,smr,ADJ,Adj,Adj,omnipotent,DOM,omnipotent,"Boeci, l. 151",</l>,
1178,152,1,[et],_,et,ed,e.t,/e\d,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 152",,<l n=&quot;152&quot;>
1179,152,2,en,_,en,EN,e.n,/E\N,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 152",,
1180,152,3,ih[es]u,_,jhesu,ʤESy,jh.e.s.u,ʤ/E\.'S/y\,pro,NOMpro,NOMpro,smr,NPRS,N,N,Jésu,DOM,Jésus,"Boeci, l. 152",,
1181,152,4,que,_,que,ke,qu.e,k/(e)\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,que,DOM,que,"Boeci, l. 152",,
1182,152,5,ac,_,ac,AK,a.c,/A\K,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 152",,
1183,152,6,tán,_,tan,tAn,t.a.n,t/A\n,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 152",,
1184,152,7,bo,_,bo,bo,b.o,b/o\,pro,ADJqua,ADJqua,smr,ADJ,Adj,Adj,bóN,DOM,bon,"Boeci, l. 152",,
1185,152,8,talent,.|,talent,tAlÆNT,t.a.l.e.n.t,t/A\.'l/Æ\NT,pro,NOMcom,NOMcom,smr,NCS,N,N,talén,DOM,talent,"Boeci, l. 152",</l>,
1186,153,1,chi,_,chi,ki,ch.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 153",,<lb/><l n=&quot;153&quot;>
1187,153,2,nos,_,nos,noS,n.o.s,n/o\S,pro,PRCper,PRCper,4pmr,PRO,Prn,Prn$$,nós,DOM,nous,"Boeci, l. 153",,
1188,153,3,redéms,.,redems,rEðEmS,r.e.d.e.m.s,r/E\.'ð/E\mS,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,rezémer,DOM,raiembre,"Boeci, l. 153",,
1189,153,4,de,+,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 153",,
1190,153,5,so,_,so,SO,s.o,S/O\,pro,DETpos,DETpos,3smr,DZ,Det,Det,sóN2,DOM,son4,"Boeci, l. 153",,
1191,153,6,sang,_,sang,SANK,s.a.n.g,S/A\NK,pro,NOMcom,NOMcom,smr,NCS,N,N,sanc,DOM,sang,"Boeci, l. 153",,
1192,153,7,dolza_ment,.,dolzament,dOLÇAmENT,d.o.l.z.a.m.e.n.t,d/O\L.Ç/A\.'m/E\NT,pro,ADVgen,ADVgen,,ADV,Adv,Adv,dolzament,DOM,doucement,"Boeci, l. 153",</l>,
1193,154,1,e,_,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 154",,<l n=&quot;154&quot;>
1194,154,2,s[an]c[tu]m,_,sanctum,QVRQQVR,s.a.n.c.t.u.m,'Q/V\RQ.Q/V\R,lat,ADJqua,ADJqua,smr,ADJ,Adj,Adj,sanh,DOM,saint,"Boeci, l. 154",,
1195,154,3,sp[iritu]m,_,spiritum,QQVRVQVR,s.p.i.r.i.t.u.m,'QQ/V\.R/[V]\.Q/V\R,lat,NOMcom,NOMcom,smr,NCS,N,N,esperit,DOM,esprit,"Boeci, l. 154",,
1196,154,4,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 154",,
1197,154,5,e,+,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 154",,
1198,154,6,bos,_,bos,boS,b.o.s,b/o\S,pro,ADJqua,ADJqua,pmr,ADJ,Adj,Adj,bóN,DOM,bon,"Boeci, l. 154",,
1199,154,7,omes,|,omes,OmES,o.m.e.s,'/O\.m/E\S,pro,NOMcom,NOMcom,pmr,NCPL,N,N,óme,DOM,homme,"Boeci, l. 154",,
1200,154,8,desend,.,desend,dEsENT,d.e.s.e.n.d,d/E\.'s/E\NT,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,descéndre,DOM,descendre,"Boeci, l. 154",</l>,<lb/>
1201,155,1,que,_,que,ke,qu.e,k/(e)\,pro,PRNrel,PRNrel,snn,WPRO,Qux,Qux,que,DOM,que,"Boeci, l. 155",,<l n=&quot;155&quot;>
1202,155,2,que,+,que,ke,qu.e,k/(e)\,pro,CONsub,CONsub,,CONJS,Sub,Sub,que2,DOM,que,"Boeci, l. 155",,
1203,155,3,l,_,l,L,l,/\L,pro,DETdef,DETdef,smn,D,Det,Det,lo2,DOM,le,"Boeci, l. 155",,
1204,155,4,corps,_,corps,korPS,c.o.r.p.s,k/o\rPS,pro,NOMcom,NOMcom,smn,NCS,N,N,córs,DOM,corps,"Boeci, l. 155",,
1205,155,5,faca,_,faca,fAʦA,f.a.c.a,'f/A\.ʦ/(A)\,pro,VERcjg,VERcjg,subpst3,VJ,Vfin,Vfin,faire,DOM,faire,"Boeci, l. 155",,
1206,155,6,eu,_,eu,eu,e.u,/e\u,pro,PRNper,PRNper,3smn,PRO,Prn,Prn$,el2,DOM,il,"Boeci, l. 155",,
1207,155,7,li,_,li,Li,l.i,L/<i>\,pro,PRCper,PRCper,3smi,PRO,Prn,Prn$$,li3,DOM,li,"Boeci, l. 155",,
1208,155,8,uai,_,vai,vAi,v.a.i,v/A\i,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,anar,DOM,aner,"Boeci, l. 155",,
1209,155,9,l,+,l,L,l,L/\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 155",,
1210,155,10,árma,_,arma,ArmA,a.r.m.a,'/A\r.m/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,arma,DOM,âme,"Boeci, l. 155",,
1211,155,11,dozén,.,dozen,dOʣEn,d.o.z.e.n,d/O\.'ʣ/E\n,pro,VERppa,VERppa,,VG,Vprs,Vprs,dozer,DOM,duire,"Boeci, l. 155",</l>,
1212,156,1,bos,_,bos,boS,b.o.s,b/o\S,pro,ADJqua,ADJqua,smn,ADJ,Adj,Adj,bóN,DOM,bon,"Boeci, l. 156",,<l n=&quot;156&quot;>
1213,156,2,cristians,|,cristians,kriStiAnS,c.r.i.s.t.i.a.n.s,kr/i\S.t/i\.'/A\nS,pro,NOMcom,NOMcom,smn,NCS,N,N,crestiaN,DOM,chrétien,"Boeci, l. 156",,
1214,156,3,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 156",,<lb/>
1215,156,4,a,_,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 156",,
1216,156,5,ital,_,ital,itAl,i.t.a.l,/i\.'t/A\l,pro,DETind,DETind,sfr,D,Adj,Adj,tal,DOM,tel,"Boeci, l. 156",,
1217,156,6,eschala,_,eschala,ESkAlA,e.s.ch.a.l.a,/E\S.'k/A\.l/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,escala,DOM,échelle,"Boeci, l. 156",,
1218,156,7,s,+,s,S,s,/\S,pro,PRCper,PRCper,3smr,PRO,Prn,Prn$$,sé,DOM,se,"Boeci, l. 156",,
1219,156,8,te,.,te,te,t.e,t/e\,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,tenér,DOM,tenir,"Boeci, l. 156",</l>,
1220,157,1,cel,_,cel,Çel,c.e.l,Ç/e\l,pro,PRNdem,PRNdem,smn,PRO,Dem,Dem,cél2,DOM,cil,"Boeci, l. 157",,<l n=&quot;157&quot;>
1221,157,2,no,+,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 157",,
1222,157,3,n,_,n,n,n,/\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 157",,
1223,157,4,quaira,_,quaira,kAirA,qu.a.i.r.a,k/A\i.'r/A\,pro,VERcjg,VERcjg,indfut3,VJ,Vfin,Vfin,cazér,DOM,choir,"Boeci, l. 157",,
1224,157,5,ia,_,ja,ʤA,j.a,ʤ/A\,pro,ADVgen,ADVgen,,ADV,Adv,Adv,ja,DOM,jà,"Boeci, l. 157",,
1225,157,6,p[er],+,per,pEr,p.e.r,p/E\r,pro,PRE,PRE,,P,Pre,Pre,pér,DOM,par,"Boeci, l. 157",,
1226,157,7,negu,_,negu,nEgy,n.e.g.u,n/E\.'g/y\,pro,DETind,DETind,smr,D,QIs,QIs,neguN,DOM,,"Boeci, l. 157",,
1227,157,8,torment,.,torment,tOrmENT,t.o.r.m.e.n.t,t/O\r.'m/E\NT,pro,NOMcom,NOMcom,smr,NCS,N,N,tormén,DOM,tourment,"Boeci, l. 157",</l></lg>,
1228,158,1,Cu[m],_,cum,kOm,c.u.m,k/O\m,pro,CONsub,CONsub,,CONJS,Sub,Sub,cóm,DOM,comme,"Boeci, l. 158",,<lg n=&quot;19&quot; type=&quot;laisse&quot; met=&quot;decasyllable&quot;><l n=&quot;158&quot;>
1229,158,2,iáz,|,jaz,ʤAÇ,j.a.z,ʤ/A\Ç,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,jazér,DOM,gésir,"Boeci, l. 158",,
