wd_id,line_id,linewd,dipl,wd_div,word,phon,phon_map,syllabified,lang,pos,pos_syn,morph,penn_pos,syntag,syntag2,lemma,lemma_src,lemma_dmf,ref,tei_right,tei_left
1510,192,3,una,_,una,ynA,u.n.a,'/y\.n/(A)\,pro,DETndf,DETndf,sfr,D,QIs,QIs,uN,DOM,un,"Boeci, l. 192",,
1511,192,4,fremna,_,fremna,frEmnA,f.r.e.m.n.a,'fr/E\m.n/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,frémja,DOM,frange,"Boeci, l. 192",,
1512,192,5,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,sfn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 192",,
1513,192,6,uers,_,vers,vɛrS,v.e.r.s,v/ɛ\rS,pro,PRE,PRE,,P,PrA,PrA,vas2,DOM,vers2,"Boeci, l. 192",,
1514,192,7,la,_,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 192",,
1515,192,8,terra,_,terra,tɛrrA,t.e.r.r.a,'t/ɛ\r.r/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,tèrra,DOM,terre,"Boeci, l. 192",,
1516,192,9,pent,.,pent,pENT,p.e.n.t,p/E\NT,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,péndre,DOM,pendre,"Boeci, l. 192",</l>,
1517,193,1,no,_,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 193",,<l n=&quot;193&quot;>
1518,193,2,comprari,_,comprari,kONprAri0,c.o.m.p.r.a.r.i.,k/O\N.pr/A\.'r/<i>\./[0]\,pro,VERcjg,VERcjg,con---3,VJ,Vfin,Vfin,comprar,DOM,comprer,"Boeci, l. 193",,
1519,193,3,om,_,om,Om,o.m,/O\m,pro,PRNind,PRNind,smn,NCS,Prn,Prn%,óme,DOM,on,"Boeci, l. 193",,
1520,193,4,ab,_,ab,AP,a.b,/A\P,pro,PRE,PRE,,P,Pre,Pre,ab,DOM,o,"Boeci, l. 193",,
1521,193,5,míl,|,mil,mil,m.i.l,m/i\l,pro,DETcar,DETcar,pfr,ADJ,QIs,QIs,mil,DOM,mille,"Boeci, l. 193",,
1522,193,6,liuras,_,livras,LivrAS,l.i.v.r.a.s,'L/i\.vr/A\S,pro,NOMcom,NOMcom,pfr,NCPL,N,N,liura,DOM,livre2,"Boeci, l. 193",,<lb/>
1523,193,7,d,_,d,d,d,d/\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 193",,
1524,193,8,argént,.,argent,ArʤENT,a.r.g.e.n.t,/A\r.'ʤ/E\NT,pro,NOMcom,NOMcom,smr,NCS,N,N,argent,DOM,argent,"Boeci, l. 193",</l>,
1525,194,1,ella,_,ella,eLLA,e.l.l.a,'/e\L.L/(A)\,pro,PRNper,PRNper,3sfn,PRO,Prn,Prn,ela,DOM,elle,"Boeci, l. 194",,<l n=&quot;194&quot;>
1526,194,2,ab,_,ab,AP,a.b,/A\P,pro,PRE,PRE,,P,Pre,Pre,ab,DOM,o,"Boeci, l. 194",,
1527,194,3,bóeci,_,boeci,bOɛʦi,b.o.e.c.i,b/O\.'/ɛ\.ʦ/<i>\,pro,NOMpro,NOMpro,smr,NPRS,N,N,Boèci,---,,"Boeci, l. 194",,
1528,194,4,parlét,_,parlet,pArLɛT,p.a.r.l.e.t,p/A\r.'L/ɛ\T,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,parlar,DOM,parler,"Boeci, l. 194",,
1529,194,5,ta,_,ta,tA,t.a,t/A\,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 194",,
1530,194,6,dolzament,.,dolzament,dOLÇAmENT,d.o.l.z.a.m.e.n.t,d/O\L.Ç/A\.'m/E\NT,pro,ADVgen,ADVgen,,ADV,Adv,Adv,dolzament,DOM,doucement,"Boeci, l. 194",</l>,
1531,195,1,molt,_,molt,moLT,m.o.l.t,m/o\LT,pro,ADVgen,ADVgen,,Q,QIs,QIs,mólt,DOM,moult,"Boeci, l. 195",,<l n=&quot;195&quot;><q>
1532,195,2,me,_,me,me,m.e,m/e\,pro,PRCper,PRCper,1sfr,PRO,Prn,Prn$$,me,DOM,me,"Boeci, l. 195",,
1533,195,3,derramen,|,derramen,dErrAmEn,d.e.r.r.a.m.e.n,d/E\r.'r/A\.m/E\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,deramar,DOM,desramer,"Boeci, l. 195",,
1534,195,4,donzellét,_,donzellet,dONÇELLeT,d.o.n.z.e.l.l.e.t,d/O\N.Ç/E\L.'L/e\T,pro,NOMcom,NOMcom,pmn,NCPL,N,N,donselét,DOM,,"Boeci, l. 195",,<lb/>
1535,195,5,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 195",,
1536,195,6,iouent,.,jovent,ʤOvENT,j.o.v.e.n.t,ʤ/O\.'v/E\NT,pro,NOMcom,NOMcom,smr,NCS,N,N,jovént,DOM,jouvent,"Boeci, l. 195",</q></l>,
1537,196,1,que,_,que,ke,qu.e,k/(e)\,pro,PRNrel,PRNrel,pmn,WPRO,Qux,Qux,que,DOM,que,"Boeci, l. 196",,<l n=&quot;196&quot;><q>
1538,196,2,zo,_,zo,Çɔ,z.o,Ç/ɔ\,pro,PRNdem,PRNdem,snr,PRO,Prn,Prn,so,DOM,ce,"Boeci, l. 196",,
1539,196,3,espéren,_,esperen,ESperEn,e.s.p.e.r.e.n,/E\S.'p/e\.r/E\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,esperar,DOM,espérer,"Boeci, l. 196",,
1540,196,4,q[ue],_,que,ke,qu.e,k/(e)\,pro,CONsub,CONsub,,CONJS,Sub,Sub,que2,DOM,que,"Boeci, l. 196",,
1541,196,5,faza,_,faza,fAʦA,f.a.z.a,'f/A\.ʦ/(A)\,pro,VERcjg,VERcjg,subpst1,VJ,Vfin,Vfin,faire,DOM,faire,"Boeci, l. 196",,
1542,196,6,a,+,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 196",,
1543,196,7,lor,_,lor,LOr,l.o.r,L/O\r,pro,DETpos,DETpos,6smr,DZ,Det,Det,lor,DOM,leur,"Boeci, l. 196",,
1544,196,8,talén,_,talen,tAlÆn,t.a.l.e.n,t/A\.'l/Æ\n,pro,NOMcom,NOMcom,smr,NCS,N,N,talén,DOM,talent,"Boeci, l. 196",</q></l>,
1545,197,1,primas,_,primas,primAS,p.r.i.m.a.s,'pr/i\.m/A\S,pro,ADVgen,ADVgen,,ADV,Adv,Adv,prima,DOM,,"Boeci, l. 197",,<l n=&quot;197&quot;><q>
1546,197,2,me,_,me,me,m.e,m/e\,pro,PRCper,PRCper,1sfr,PRO,Prn,Prn$$,me,DOM,me,"Boeci, l. 197",,
1547,197,3,ámen,_,amen,AmEn,a.m.e.n,'/A\.m/E\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,amar,DOM,aimer,"Boeci, l. 197",,
1548,197,4,pois,_,pois,pɔiS,p.o.i.s,p/ɔ\iS,pro,ADVgen,ADVgen,,ADV,Adv,Adv,pòis,DOM,puis,"Boeci, l. 197",,
1549,197,5,me,|,me,me,m.e,m/e\,pro,PRCper,PRCper,1sfr,PRO,Prn,Prn$$,me,DOM,me,"Boeci, l. 197",,
1550,197,6,uan,_,van,vAn,v.a.n,v/A\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,anar,DOM,aner,"Boeci, l. 197",,<lb/>
1551,197,7,aissent,.,aissent,AisENT,a.i.ss.e.n.t,/A\./i\.'s/E\NT,pro,VERppa,VERppa,,VG,Vprs,Vprs,aïr,DOM,haïr,"Boeci, l. 197",</q></l>,
1552,198,1,la,_,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 198",,<l n=&quot;198&quot;><q>
1553,198,2,mi,_,mi,mi,m.i,m/i\,pro,ADJpos,ADJpos,1sfr,ADJZ,Adj,Adj,mia2,DOM,mien,"Boeci, l. 198",,
1554,198,3,a_mor,_,amor,Amor,a.m.o.r,/A\.'m/o\r,pro,NOMcom,NOMcom,sfr,NCS,N,N,amór,DOM,amour,"Boeci, l. 198",,
1555,198,4,ta,_,ta,tA,t.a,t/A\,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 198",,
1556,198,5,mal,_,mal,mAl,m.a.l,m/A\l,pro,ADVgen,ADVgen,,ADV,Adv,Adv,mal,DOM,mal3,"Boeci, l. 198",,
1557,198,6,uan,_,van,vAn,v.a.n,v/A\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,anar,DOM,aner,"Boeci, l. 198",,
1558,198,7,deperden,_,deperden,dEpErdEn,d.e.p.e.r.d.e.n,d/E\.p/E\r.'d/E\n,pro,VERppa,VERppa,,VG,Vprs,Vprs,depèrdre,DOM,déperdre,"Boeci, l. 198",</q></l></lg>,
1559,199,1,Bel(la),_,bel,bɛl,b.e.l,b/ɛ\l,pro,ADJqua,ADJqua,pmn,ADJ,Adj,Adj,bèl,DOM,beau,"Boeci, l. 199",,<lg n=&quot;24&quot; type=&quot;laisse&quot; met=&quot;decasyllable&quot;><l n=&quot;199&quot;>
1560,199,2,sun,_,sun,SOn,s.u.n,S/O\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 199",,
1561,199,3,li,+,li,Li,l.i,L/<i>\,pro,DETdef,DETdef,pmn,D,Det,Det,li2,DOM,le,"Boeci, l. 199",,
1562,199,4,drap,_,drap,drAP,d.r.a.p,dr/A\P,pro,NOMcom,NOMcom,pmn,NCPL,N,N,drap,DOM,drap,"Boeci, l. 199",,
1563,199,5,que,_,que,ke,qu.e,k/(e)\,pro,PRNrel,PRNrel,pmr,WPRO,Qux,Qux,que,DOM,que,"Boeci, l. 199",,
1564,199,6,la,|,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfn,D,Det,Det,la,DOM,le,"Boeci, l. 199",,
1565,199,7,domna,_,domna,dOmnA,d.o.m.n.a,'d/O\m.n/(A)\,pro,NOMcom,NOMcom,sfn,NCS,N,N,dómna,DOM,dame,"Boeci, l. 199",,<lb/>
1566,199,8,uestit,.,vestit,vEStiT,v.e.s.t.i.t,v/E\S.'t/i\T,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,vestir,DOM,vêtir,"Boeci, l. 199",</l>,
1567,200,1,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 200",,<l n=&quot;200&quot;>
1568,200,2,caritat,_,caritat,kAritAT,c.a.r.i.t.a.t,k/A\.r/i\.'t/A\T,pro,NOMcom,NOMcom,sfr,NCS,N,N,caritat,DOM,charité,"Boeci, l. 200",,
1569,200,3,e,+,e,e,e,/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 200",,
1570,200,4,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 200",,
1571,200,5,fe,_,fe,fe,f.e,f/e\,pro,NOMcom,NOMcom,sfr,NCS,N,N,fé,DOM,foi,"Boeci, l. 200",,
1572,200,6,sun,_,sun,SOn,s.u.n,S/O\n,pro,VERcjg,VERcjg,indpst6,EJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 200",,
1573,200,7,bastít,.,bastit,bAStiT,b.a.s.t.i.t,b/A\S.'t/i\T,pro,VERppe,VERppe,pmn,VPP,Vpp,Vpp,bastir,DOM,bâtir,"Boeci, l. 200",</l>,
1574,201,1,il,_,il,il,i.l,/i\l,pro,PRNper,PRNper,6pmn,PRO,Prn,Prn$,il3,DOM,il,"Boeci, l. 201",,<l n=&quot;201&quot;>
1575,201,2,sun,_,sun,SOn,s.u.n,S/O\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 201",,
1576,201,3,ta,_,ta,tA,t.a,t/A\,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 201",,
1577,201,4,bél,_,bel,bɛl,b.e.l,b/ɛ\l,pro,ADJqua,ADJqua,pmn,ADJ,Adj,Adj,bèl,DOM,beau,"Boeci, l. 201",,
1578,201,5,e,_,e,e,e,/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 201",,
1579,201,6,ta,_,ta,tA,t.a,t/A\,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 201",,
1580,201,7,blánc,_,blanc,bLANK,b.l.a.n.c,bL/A\NK,pro,ADJqua,ADJqua,pmn,ADJ,Adj,Adj,blanc,DOM,blanc,"Boeci, l. 201",,
1581,201,8,e,_,e,e,e,/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,e,DOM,et,"Boeci, l. 201",,
1582,201,9,ta,_,ta,tA,t.a,t/A\,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 201",,
1583,201,10,quandi,|,quandi,kANdi,qu.a.n.d.i,k/A\N.'d/i\,pro,ADJqua,ADJqua,pmn,ADJ,Adj,Adj,candí,DOM,,"Boeci, l. 201",</l>,
1584,202,1,tant,+,tant,tANT,t.a.n.t,t/A\NT,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 202",,<lb/><l n=&quot;202&quot;>
1585,202,2,a,_,a,A,a,/A\,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 202",,
1586,202,3,boecis,_,boecis,bOɛʦiS,b.o.e.c.i.s,b/O\.'/ɛ\.ʦ/i\S,pro,NOMpro,NOMpro,smn,NPRS,N,N,Boèci,---,,"Boeci, l. 202",,
1587,202,4,lo,+,lo,LO,l.o,L/(O)\,pro,DETdef,DETdef,smr,D,Det,Det,lo2,DOM,le,"Boeci, l. 202",,
1588,202,5,uis,_,vis,viS,v.i.s,v/i\S,pro,NOMcom,NOMcom,smr,NCS,N,N,vis,DOM,vis,"Boeci, l. 202",,
1589,202,6,esuanuit,.,esvanuit,ESvAnOiT,e.s.v.a.n.u.i.t,/E\S.v/A\.n/O\.'/i\T,pro,VERppe,VERppe,smr,VPP,Vpp,Vpp,envanoir,DOM,évanouir,"Boeci, l. 202",</l>,
1590,203,1,que,_,que,ke,qu.e,k/(e)\,pro,CONsub,CONsub,,CONJS,Sub,Sub,que2,DOM,que,"Boeci, l. 203",,<l n=&quot;203&quot;>
1591,203,2,el,_,el,el,e.l,/e\l,pro,PRNper,PRNper,3smn,PRO,Prn,Prn$,el2,DOM,il,"Boeci, l. 203",,
1592,203,3,zo,_,zo,Çɔ,z.o,Ç/ɔ\,pro,PRNdem,PRNdem,snr,PRO,Prn,Prn,so,DOM,ce,"Boeci, l. 203",,
1593,203,4,pensa,_,pensa,pENSA,p.e.n.s.a,'p/E\N.S/(A)\,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,pensar,DOM,penser,"Boeci, l. 203",,
1594,203,5,uél,_,uel,uɛʎ,u.e.l,/uɛ\ʎ,pro,NOMcom,NOMcom,pmn,NCPL,N,N,òlh,DOM,oeil,"Boeci, l. 203",,
1595,203,6,sien,_,sien,SiEn,s.i.e.n,'S/i\./E\n,pro,VERcjg,VERcjg,subpst6,EJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 203",,
1596,203,7,amosit,.,amosit,AmOziT,a.m.o.s.i.t,/A\.m/O\.'z/i\T,pro,VERppe,VERppe,pmn,VPP,Vpp,Vpp,amozit,DOM,,"Boeci, l. 203",</l></lg>,
1597,204,1,E,_,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 204",,<lg n=&quot;25&quot; type=&quot;laisse&quot; met=&quot;decasyllable&quot;><l n=&quot;204&quot;>
1598,204,2,l,_,l,L,l,/\L,pro,DETdef,DETdef,smr,D,Det,Det,lo2,DOM,le,"Boeci, l. 204",,
1599,204,3,uestiment,|,vestiment,vEStimENT,v.e.s.t.i.m.e.n.t,v/E\S.t/i\.'m/E\NT,pro,NOMcom,NOMcom,smr,NCS,N,N,vestimén,DOM,vêtement,"Boeci, l. 204",,
1600,204,4,en,_,en,EN,e.n,/E\N,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 204",,<lb/>
1601,204,5,l,_,l,L,l,L/\,pro,DETdef,DETdef,smr,D,Det,Det,lo2,DOM,le,"Boeci, l. 204",,
1602,204,6,or,_,or,ɔr,o.r,/ɔ\r,pro,NOMcom,NOMcom,smr,NCS,N,N,òr,DOM,or,"Boeci, l. 204",,
1603,204,7,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 204",,
1604,204,8,es,_,es,eS,e.s,/e\S,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 204",,
1605,204,9,représ,.,repres,rEpreS,r.e.p.r.e.s,r/E\.'pr/e\S,pro,VERppe,VERppe,smn,VPP,Vpp,Vpp,repréndre,DOM,reprendre,"Boeci, l. 204",</l>,
1606,205,1,de_sóz,_,desoz,dESoTS,d.e.s.o.z.,d/E\.'S/o\TS,pro,ADVgen,ADVgen,,ADV,PrA,PrA,desótz,DOM,dessous,"Boeci, l. 205",,<l n=&quot;205&quot;>
1607,205,2,áuia,_,avia,AviA,a.v.i.a,/A\.'v/<i>\./(A)\,pro,VERcjg,VERcjg,indipf3,AJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 205",,
1608,205,3,escript,_,escript,ESkriPT,e.s.c.r.i.p.t,/E\S.'kr/i\PT,pro,VERppe,VERppe,smr,VPP,Vpp,Vpp,escriure,DOM,écrire,"Boeci, l. 205",,
1609,205,4,ú,_,u,y,u,/y\,pro,DETndf,DETndf,smr,D,QIs,QIs,uN,DOM,un,"Boeci, l. 205",,
1610,205,5,pei.π.,+,pei,pEi,p.e.i,p/E\i,pro,NOMcom,NOMcom,smr,NCS,N,N,p,DOM,p,"Boeci, l. 205",,
1611,205,6,grezésc,.,grezesc,grEʣeSK,g.r.e.z.e.s.c,gr/E\.'ʣ/e\SK,pro,ADJqua,ADJqua,smr,ADJ,Adj,Adj,grezés,DOM,grégeois,"Boeci, l. 205",</l>,
1612,206,1,zo,_,zo,Çɔ,z.o,Ç/ɔ\,pro,PRNdem,PRNdem,snn,PRO,Prn,Prn,so,DOM,ce,"Boeci, l. 206",,<l n=&quot;206&quot;>
1613,206,2,signifiga,_,signifiga,SiɲifigA,s.i.gn.i.f.i.g.a,S/i\.ɲ/i\.'f/i\.g/(A)\,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,signifiar,DOM,signifier,"Boeci, l. 206",,
1614,206,3,la,_,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 206",,
1615,206,4,uita,|,vita,vitA,v.i.t.a,'v/i\.t/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,vida,DOM,vie,"Boeci, l. 206",,
1616,206,5,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,sfn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 206",,<lb/>
1617,206,6,en,_,en,EN,e.n,/E\N,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 206",,
1618,206,7,ter,_,ter,tɛr0,t.e.r.,'t/ɛ\r./[0]\,pro,NOMcom,NOMcom,sfr,NCS,N,N,tèrra,DOM,terre,"Boeci, l. 206",,
1619,206,8,es,.,es,eS,e.s,/e\S,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 206",</l>,
1620,207,1,sobre,_,sobre,SobrE,s.o.b.r.e,'S/o\.br/(E)\,pro,PRE,PRE,,P,PrA,PrA,sóbre,DOM,sur,"Boeci, l. 207",,<l n=&quot;207&quot;>
1621,207,2,la,+,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 207",,
1622,207,3,s_chapla,_,schapla,0SkApLA,.s.ch.a.p.l.a,/[0]\S.'k/A\.pL/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,escapla,DOM,eschaple,"Boeci, l. 207",,
1623,207,4,escript,_,escript,ESkriPT,e.s.c.r.i.p.t,/E\S.'kr/i\PT,pro,VERppe,VERppe,smr,VPP,Vpp,Vpp,escriure,DOM,écrire,"Boeci, l. 207",,
1624,207,5,auia,_,avia,AviA,a.v.i.a,/A\.'v/<i>\./(A)\,pro,VERcjg,VERcjg,indipf3,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 207",,
1625,207,6,ú,_,u,y,u,/y\,pro,DETndf,DETndf,smr,D,QIs,QIs,uN,DOM,un,"Boeci, l. 207",,
1626,207,7,tei.θ.,+,tei,tEi,t.e.i,t/E\i,pro,NOMcom,NOMcom,smr,NCS,N,N,t,DOM,t,"Boeci, l. 207",,
1627,207,8,grezesc,.,grezesc,grEʣeSK,g.r.e.z.e.s.c,gr/E\.'ʣ/e\SK,pro,ADJqua,ADJqua,smr,ADJ,Adj,Adj,grezés,DOM,grégeois,"Boeci, l. 207",</l>,
1628,208,1,zo,_,zo,Çɔ,z.o,Ç/ɔ\,pro,PRNdem,PRNdem,snn,PRO,Prn,Prn,so,DOM,ce,"Boeci, l. 208",,<l n=&quot;208&quot;>
1629,208,2,signifiga,|,signifiga,SiɲifigA,s.i.gn.i.f.i.g.a,S/i\.ɲ/i\.'f/i\.g/(A)\,pro,VERcjg,VERcjg,indpst3,VJ,Vfin,Vfin,signifiar,DOM,signifier,"Boeci, l. 208",,
1630,208,3,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 208",,<lb/>
1631,208,4,cel,_,cel,Çɛl,c.e.l,Ç/ɛ\l,pro,NOMcom,NOMcom,smr,NCS,N,N,cèl,DOM,ciel,"Boeci, l. 208",,
1632,208,5,la,_,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 208",,
1633,208,6,dreita,_,dreita,dreitA,d.r.e.i.t.a,'dr/e\i.t/(A)\,pro,ADJqua,ADJqua,sfr,ADJ,Adj,Adj,dréch,DOM,droit2,"Boeci, l. 208",,
1634,208,7,léi,.,lei,Lei,l.e.i,L/e\i,pro,NOMcom,NOMcom,sfr,NCS,N,N,léi,DOM,loi,"Boeci, l. 208",</l></lg>,
1635,209,1,antr,+,antr,ANtr0,a.n.t.r.,'/A\N.tr/[0]\,pro,PRE,PRE,,P,PrA,PrA,éntre,DOM,entre,"Boeci, l. 209",,<lg n=&quot;26&quot; type=&quot;laisse&quot; met=&quot;decasyllable&quot;><l n=&quot;209&quot;>
1636,209,2,ellas,_,ellas,eLLAS,e.l.l.a.s,'/e\L.L/A\S,pro,PRNper,PRNper,6pfr,PRO,Prn,Prn,elas,DOM,elles,"Boeci, l. 209",,
1637,209,3,doas,_,doas,doAS,d.o.a.s,'d/o\./A\S,pro,ADJcar,ADJcar,pfr,NUM,QIs,QIs,dós,DOM,deux,"Boeci, l. 209",,
1638,209,4,depent,_,depent,dEpENT,d.e.p.e.n.t,d/E\.'p/E\NT,pro,VERppe,VERppe,pmn,VPP,Vpp,Vpp,depéndre,DOM,dépendre,"Boeci, l. 209",,
1639,209,5,sun,_,sun,SOn,s.u.n,S/O\n,pro,VERcjg,VERcjg,indpst6,EJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 209",,
1640,209,6,l,+,l,L,l,L/\,pro,DETdef,DETdef,pmn,D,Det,Det,lo2,DOM,le,"Boeci, l. 209",,
1641,209,7,es_chaló,.,eschalo,ESkAlo,e.s.ch.a.l.o,/E\S.k/A\.'l/o\,pro,NOMcom,NOMcom,pmn,NCPL,N,N,escalóN,DOM,échelon,"Boeci, l. 209",</l>,
1642,210,1,d,+,d,d,d,d/\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 210",,<l n=&quot;210&quot;>
1643,210,2,aur,_,aur,Aur,a.u.r,/A\ur,pro,NOMcom,NOMcom,smr,NCS,N,N,aur,DOM,or,"Boeci, l. 210",,
1644,210,3,no,+,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 210",,
1645,210,4,sun,_,sun,SOn,s.u.n,S/O\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 210",,
1646,210,5,ges,|,ges,ʤeS,g.e.s,ʤ/e\S,pro,ADVneg,ADVneg,,ADV,Neg,Neg,géns,DOM,,"Boeci, l. 210",,
1647,210,6,mas,_,mas,mAS,m.a.s,m/A\S,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,mais,DOM,mais,"Boeci, l. 210",,<lb/>
1648,210,7,nuallor,_,nuallor,nyAʎor,n.u.a.ll.o.r,n/y\./A\.'ʎ/o\r,pro,ADJqua,ADJqua,pmn,ADJR,Adj,Adj,nualhór,DOM,,"Boeci, l. 210",,
1649,210,8,no,+,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 210",,
1650,210,9,sun,.,sun,SOn,s.u.n,S/O\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 210",</l>,
1651,211,1,p[er],_,per,pEr,p.e.r,p/E\r,pro,PRE,PRE,,P,Pre,Pre,pér,DOM,par,"Boeci, l. 211",,<l n=&quot;211&quot;>
1652,211,2,a_qui,_,aqui,Aki,a.qu.i,/A\.'k/i\,pro,ADVgen,ADVgen,,ADV,Adv,Adv,aqui,DOM,,"Boeci, l. 211",,
1653,211,3,monten,_,monten,mONtEn,m.o.n.t.e.n,'m/O\N.t/E\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,montar,DOM,monter,"Boeci, l. 211",,
1654,211,4,cent,_,cent,ÇENT,c.e.n.t,Ç/E\NT,pro,DETcar,DETcar,pmn,NUM,QIs,QIs,cén,DOM,cent,"Boeci, l. 211",,
1655,211,5,miri,_,miri,miri,m.i.r.i,'m/i\.r/(i)\,pro,DETcar,DETcar,pmn,NUM,QIs,QIs,mil,DOM,mille,"Boeci, l. 211",,
1656,211,6,auzello,.,auzello,AuʣELLo,a.u.z.e.l.l.o,/A\u.ʣ/E\L.'L/o\,pro,NOMcom,NOMcom,pmn,NCPL,N,N,auzelóN,DOM,oiselon,"Boeci, l. 211",</l>,
1657,212,1,al_quant,_,alquant,ALkANT,a.l.qu.a.n.t,/A\L.'k/A\NT,pro,PRNind,PRNind,pmn,Q,QIs,QIs,alcan,DOM,alquant,"Boeci, l. 212",,<l n=&quot;212&quot;>
1658,212,2,s,+,s,S,s,S/\,pro,PRCper,PRCper,6pmr,PRO,Prn,Prn$$,sé,DOM,se,"Boeci, l. 212",,
1659,212,3,en,_,en,EN,e.n,/E\N,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 212",,
