wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,map,wd_div,lang,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
53,11,3,10,"AlexAlb, l. 10",parabla,parabla,pArAbLə,p.a.r.a.b.l.a,|,fro,NOMcom,NOMcom,sfr,parole,DMF,parole,,,
495,89,6,88,"AlexAlb, l. 88",paru,parv,pArF,p.a.r.v,_,fro,ADJqua,ADJqua,smr,parve,DMF,parve,,,
6,1,6,---,"AlexAlb, l. 1 (f. 115r)",pas,pas,pAS,p.a.s,.|,fro,NOMcom,NOMcom,smr,pas2,DMF,pas2,,</l></lg>,
12,2,6,1,"AlexAlb, l. 1 (f. 115v)",pas,pas,pAS,p.a.s,.|,fro,NOMcom,NOMcom,smr,pas2,DMF,pas2,,</l>,
110,21,3,20,"AlexAlb, l. 20",pecunia,pecunia,pEkoniA,p.e.c.u.n.i.a,_,lat,NOMcom,NOMcom,sfr,pecunia,wiktionary,,,,
275,52,1,51,"AlexAlb, l. 51",p[er],per,pEr,p.e.r,_,fro,PRE,PRE,---,per,DMF,per,,,<l n=&quot;51&quot;>
272,51,3,50,"AlexAlb, l. 50",p[er]det,perdet,pErdèT,p.e.r.d.e.t,_,fro,VERcjg,VERcjg,indpsp3,perdre,DMF,perdre,,,
178,34,4,33,"AlexAlb, l. 33",pare,pare,pArə,p.a.r.e,+,fro,NOMcom,NOMcom,smn,père,DMF,père,,,
324,59,7,58,"AlexAlb, l. 58",peys,peys,pEiS,p.e.y.s,.,fro,VERcjg,VERcjg,subpst3,peser,DMF,peser,,</l>,
276,52,2,51,"AlexAlb, l. 51",pauc,pauc,pAuk,p.a.u.c,_,fro,PRNind,PRNind,,peu,DMF,peu,,,
175,34,1,33,"AlexAlb, l. 33",Philippus,philippus,filipys,ph.i.l.i.pp.u.s,_,lat,NOMpro,NOMpro,smn,Philippus,wiktionary,,,,<lg n=&quot;5&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;33&quot;>
388,70,3,69,"AlexAlb, l. 69",peyz,peyz,pEiÇ,p.e.y.z,_,fro,NOMcom,NOMcom,smr,pis,DMF,pis,,,
555,99,6,98,"AlexAlb, l. 98",playt,playt,pLAiT,p.l.a.y.t,_,fro,NOMcom,NOMcom,smr,plaid,DMF,plaid,,,
381,69,1,68,"AlexAlb, l. 68",plen,plen,pLEn,p.l.e.n,_,fro,ADJqua,ADJqua,smr,plein,DMF,plein,,,<l n=&quot;68&quot;>
138,26,4,25,"AlexAlb, l. 25",pleneyrament,pleneyrament,pLEnEirAmENT,p.l.e.n.e.y.r.a.m.e.n.t,.,fro,ADVgen,ADVgen,---,plénièrement,DMF,plénièrement,,</l>,
127,24,6,23,"AlexAlb, l. 23",plus,plus,pLyS,p.l.u.s,_,fro,ADVgen,ADVgen,---,plus,DMF,plus,,,
336,61,4,60,"AlexAlb, l. 60",peyl,peyl,pEil,p.e.y.l,_,fro,NOMcom,NOMcom,smr,poil,DMF,poil,,,
404,73,2,72,"AlexAlb, l. 72",poyn,poyn,pOɲ,p.o.yn,_,fro,NOMcom,NOMcom,smr,poing,DMF,poing,,,
339,61,7,60,"AlexAlb, l. 60",peysson,peysson,pEisOn,p.e.y.ss.o.n,.,fro,NOMcom,NOMcom,smr,poisson,DMF,poisson,,</l>,
193,37,3,36,"AlexAlb, l. 36",por_z,porz,pòrÇ,p.o.r.z,_,fro,NOMcom,NOMcom,pmr,port,DMF,port,,,
221,41,2,40,"AlexAlb, l. 40",pot,pot,pòT,p.o.t,_,fro,VERcjg,VERcjg,indpsp3,pouvoir2,DMF,pouvoir2,,,
107,20,6,19,"AlexAlb, l. 19",podent,podent,poðENT,p.o.d.e.n.t,.|,fro,VERppa,VERppa,pmn,pouvoir2,DMF,pouvoir2,,</l>,
5,1,5,---,"AlexAlb, l. 1 (f. 115r)",primyer,primyer,primiEr,p.r.i.m.y.e.r,_,fro,ADJord,ADJord,smr,premier,DMF,premier,,,
11,2,5,1,"AlexAlb, l. 1 (f. 115v)",primier,primier,primiEr,p.r.i.m.i.e.r,_,fro,ADJord,ADJord,smr,premier,DMF,premier,,,
421,75,8,74,"AlexAlb, l. 74",primyer,primyer,primiEr,p.r.i.m.y.e.r,.,fro,ADJord,ADJord,smr,premier,DMF,premier,,</l>,
214,40,2,39,"AlexAlb, l. 39",prist,prist,priST,p.r.i.s.t,_,fro,VERcjg,VERcjg,indpsp3,prendre,DMF,prendre,,,
332,60,8,59,"AlexAlb, l. 59",preys,preys,prEiS,p.r.e.y.s,.,fro,VERppe,VERppe,smn,prendre,DMF,prendre,,</l></lg>,
435,78,3,77,"AlexAlb, l. 77",p[re]sente,presente,prEzENtə,p.r.e.s.e.n.t.e,_,fro,VERcjg,VERcjg,indpst3,présenter,DMF,présenter,,,
489,88,5,87,"AlexAlb, l. 87",prodeltaz,prodeltaz,prodELtAÇ,p.r.o.d.e.l.t.a.z,.,fro,NOMcom,NOMcom,sfr,prodeltat,DOM,prodeltat,,</l></lg>,
116,22,5,21,"AlexAlb, l. 21",prudent,prudent,prydENT,p.r.u.d.e.n.t,.,fro,ADJqua,ADJqua,pmn,prudent,DMF,prudent,,</l>,
26,6,1,5,"AlexAlb, l. 5",poyst,poyst,poiST,p.o.y.s.t,|,fro,ADVgen,ADVgen,---,puis,DMF,puis,,,<l n=&quot;5&quot;>
285,53,5,52,"AlexAlb, l. 52",qualitaz,qualitaz,kAlitAÇ,qu.a.l.i.t.a.z,.,fro,NOMcom,NOMcom,pfr,qualité,DMF,qualité,,</l>,
13,3,1,2,"AlexAlb, l. 2",quant,quant,kANT,qu.a.n.t,_,fro,CONsub,CONsub,---,quand,DMF,quand,,,<l n=&quot;2&quot;>
252,47,3,46,"AlexAlb, l. 46",quant,quant,kANT,qu.a.n.t,_,fro,CONsub,CONsub,---,quand,DMF,quand,,,
566,101,2,100,"AlexAlb, l. 100",quarz,quarz,kArÇ,qu.a.r.z,_,fro,PRNord,PRNord,smn,quart,DMF,quart,,,
316,58,5,57,"AlexAlb, l. 57",quatro,quatro,kAtro,qu.a.t.r.o,_,fro,DETcar,DETcar,pmr,quatre,DMF,quatre,,,
40,9,1,8,"AlexAlb, l. 8",que,que,kE,qu.e,_,fro,CONsub,CONsub,---,que,DMF,que,,,<l n=&quot;8&quot;>
146,29,1,28,"AlexAlb, l. 28",que,que,kE,qu.e,+,fro,CONsub,CONsub,---,que,DMF,que,,,<l n=&quot;28&quot;>
162,32,1,31,"AlexAlb, l. 31",qu,qu,k,qu,+,fro,CONsub,CONsub,---,que,DMF,que,,,<l n=&quot;31&quot;>
286,54,1,53,"AlexAlb, l. 53",que,que,kE,qu.e,+,fro,CONsub,CONsub,---,que,DMF,que,,,<l n=&quot;53&quot;>
312,58,1,57,"AlexAlb, l. 57",que,que,kE,qu.e,_,fro,CONsub,CONsub,---,que,DMF,que,,,<l n=&quot;57&quot;>
422,76,1,75,"AlexAlb, l. 75",que,que,kE,qu.e,_,fro,CONsub,CONsub,---,que,DMF,que,,,<l n=&quot;75&quot;>
220,41,1,40,"AlexAlb, l. 40",qual,qual,kAl,qu.a.l,_,fro,PRNrel,PRNrel,sfr,quel,DMF,quel,,,<l n=&quot;40&quot;>
72,14,1,13,"AlexAlb, l. 13",chi,chi,ki,ch.i,_,fro,PRNrel,PRNrel,smn,qui,DMF,qui,,,<l n=&quot;13&quot;>
97,19,1,18,"AlexAlb, l. 18",qui,qui,ki,qu.i,_,fro,PRNrel,PRNrel,smn,qui,DMF,qui,,,<l n=&quot;18&quot;>
205,39,1,38,"AlexAlb, l. 38",qui,qui,ki,qu.i,_,fro,PRNrel,PRNrel,smn,qui,DMF,qui,,,<l n=&quot;38&quot;>
233,43,1,42,"AlexAlb, l. 42",qui,qui,ki,qu.i,+,fro,PRNrel,PRNrel,smn,qui,DMF,qui,,,<l n=&quot;42&quot;>
322,59,5,58,"AlexAlb, l. 58",chi,chi,ki,ch.i,_,fro,PRNrel,PRNrel,smn,qui,DMF,qui,,,
330,60,6,59,"AlexAlb, l. 59",qui,qui,ki,qu.i,_,fro,PRNrel,PRNrel,smn,qui,DMF,qui,,,
468,85,1,84,"AlexAlb, l. 84",qui,qui,ki,qu.i,+,fro,PRNrel,PRNrel,pmn,qui,DMF,qui,,,<l n=&quot;84&quot;>
590,105,2,104,"AlexAlb, l. 104",quinz,quinz,kiNÇ,qu.i.n.z,|,fro,PRNord,PRNord,smn,quint,DMF,quint,,,
380,68,4,67,"AlexAlb, l. 67",recercelad,recercelad,rEʦErÇElAð,r.e.c.e.r.c.e.l.a.d,.,fro,VERppe,VERppe,smr,recercler,DMF,recercler,,</l>,
326,60,2,59,"AlexAlb, l. 59",regart,regart,rEgArT,r.e.g.a.r.t,_,fro,NOMcom,NOMcom,smr,regard,DMF,regard,,,
446,80,4,79,"AlexAlb, l. 79",regart,regart,rEgArT,r.e.g.a.r.t,_,fro,NOMcom,NOMcom,smr,regard,DMF,regard,,,
190,36,5,35,"AlexAlb, l. 35",region,region,rEʤiOn,r.e.g.i.o.n,.,fro,NOMcom,NOMcom,sfr,région,DMF,région,,</l>,
367,66,2,65,"AlexAlb, l. 65",resemplet,resemplet,rEzENpLèT,r.e.s.e.m.p.l.e.t,_,fro,VERcjg,VERcjg,indpsp3,resembler,DMF,resembler,,,
71,13,7,12,"AlexAlb, l. 12",ric,ric,rik,r.i.c,.,fro,ADJqua,ADJqua,smr,riche,DMF,riche,,</l>,
321,59,4,58,"AlexAlb, l. 58",res,res,rèS,r.e.s,_,fro,PRNind,PRNind,smn,rien,DMF,rien,,,
69,13,5,12,"AlexAlb, l. 12",rey,rey,rEi,r.e.y,_,fro,NOMcom,NOMcom,smr,roi,DMF,roi,,,
79,15,2,14,"AlexAlb, l. 14",rey,rey,rEi,r.e.y,_,fro,NOMcom,NOMcom,smr,roi,DMF,roi,,,
102,20,1,19,"AlexAlb, l. 19",Rey,rey,rEi,r.e.y,_,fro,NOMcom,NOMcom,pmn,roi,DMF,roi,,,<lg n=&quot;3&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;19&quot;>
112,22,1,21,"AlexAlb, l. 21",rey,rey,rEi,r.e.y,_,fro,NOMcom,NOMcom,pmn,roi,DMF,roi,,,<l n=&quot;21&quot;>
148,29,3,28,"AlexAlb, l. 28",reys,reys,rEiS,r.e.y.s,_,fro,NOMcom,NOMcom,smn,roi,DMF,roi,,,
173,33,5,32,"AlexAlb, l. 32",rey,rey,rEi,r.e.y,_,fro,NOMcom,NOMcom,smr,roi,DMF,roi,,,
